,time,syntax_penn_tok1,syntax_penn_tok2,syntax_penn_lem1,syntax_penn_lem2,lexical_tok1,lexical_tok2,lexical_lem1,lexical_lem2,cosine_semanticL,partner_direction,utterance_length1,utterance_length2,condition_info,condition
38,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3939332322758784,INV>CHI,6,10,021RS.cha.conv.txt-select.txt-rand.txt,SLI
39,39,0.7142857142857143,0.38138503569823695,0.7349684152591671,0.43852900965351466,0.17407765595569785,0.0,0.17407765595569785,0.0,0.5224298134866091,CHI>INV,10,11,021RS.cha.conv.txt-select.txt-rand.txt,SLI
40,40,0.44474958999666075,0.19999999999999996,0.492365963917331,0.12909944487358058,0.20100756305184242,0.0,0.30151134457776363,0.0,0.5687873376410508,INV>CHI,11,7,021RS.cha.conv.txt-select.txt-rand.txt,SLI
41,41,0.4743416490252569,0.28284271247461895,0.4082482904638631,0.18257418583505536,0.4082482904638631,0.0,0.4082482904638631,0.0,0.33412932485144153,CHI>INV,7,6,021RS.cha.conv.txt-select.txt-rand.txt,SLI
42,42,0.4472135954999579,0.31622776601683794,0.4472135954999579,0.31622776601683794,0.23570226039551587,0.0,0.23570226039551587,0.0,0.3735710121286482,INV>CHI,6,3,021RS.cha.conv.txt-select.txt-rand.txt,SLI
43,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4076109329169695,CHI>INV,3,7,021RS.cha.conv.txt-select.txt-rand.txt,SLI
44,44,0.19802950859533489,0.0,0.08908708063747481,0.0,0.0975900072948533,0.0,0.20965696734438366,0.0,0.4830761684796885,INV>CHI,7,11,021RS.cha.conv.txt-select.txt-rand.txt,SLI
45,45,0.39605901719066977,0.11785113019775793,0.35634832254989923,0.11785113019775793,0.0975900072948533,0.0,0.10482848367219183,0.0,0.4139829965347901,CHI>INV,11,7,021RS.cha.conv.txt-select.txt-rand.txt,SLI
46,46,0.6123724356957946,0.20412414523193154,0.6123724356957946,0.20412414523193154,0.16903085094570328,0.0,0.16903085094570328,0.0,0.20164386719218563,INV>CHI,7,5,021RS.cha.conv.txt-select.txt-rand.txt,SLI
47,47,0.3086066999241839,0.15075567228888181,0.560112033611204,0.3872983346207417,0.2581988897471611,0.0,0.35856858280031806,0.0,0.23946984986373554,CHI>INV,5,12,021RS.cha.conv.txt-select.txt-rand.txt,SLI
48,48,0.2988071523335984,0.2842676218074806,0.5965587590013045,0.404145188432738,0.22645540682891918,0.0,0.2620712091804796,0.0,0.6127709685296021,INV>CHI,12,16,021RS.cha.conv.txt-select.txt-rand.txt,SLI
49,49,0.16329931618554522,0.0,0.24494897427831783,0.0,0.062017367294604234,0.0,0.062017367294604234,0.0,0.3946920592143499,CHI>INV,16,8,021RS.cha.conv.txt-select.txt-rand.txt,SLI
50,50,0.23570226039551587,0.09166984970282112,0.09901475429766744,0.0890870806374748,0.054232614454664034,0.0,0.054232614454664034,0.0,0.45243181362664475,INV>CHI,8,16,021RS.cha.conv.txt-select.txt-rand.txt,SLI
51,51,0.6030226891555273,0.4053396141999405,0.7329409123199365,0.4780914437337575,0.3749701088039061,0.0,0.3749701088039061,0.0,0.6852131527712083,CHI>INV,16,25,021RS.cha.conv.txt-select.txt-rand.txt,SLI
52,52,0.6963106238227914,0.3818813079129867,0.5465943944999485,0.2548235957188128,0.42947784519366666,0.05913123959890826,0.4685212856658182,0.05913123959890826,0.7105728645969319,INV>CHI,25,12,021RS.cha.conv.txt-select.txt-rand.txt,SLI
53,53,0.6681531047810609,0.16012815380508716,0.3061862178478973,0.0,0.0,0.0,0.125,0.0,0.6396673308682774,CHI>INV,12,4,021RS.cha.conv.txt-select.txt-rand.txt,SLI
54,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,INV>CHI,4,1,021RS.cha.conv.txt-select.txt-rand.txt,SLI
55,55,0.0,0.0,0.0,0.0,0.3922322702763681,0.0,0.3922322702763681,0.0,,CHI>INV,1,24,021RS.cha.conv.txt-select.txt-rand.txt,SLI
56,56,0.5833333333333334,0.1,0.5773502691896257,0.08980265101338746,0.08770580193070293,0.0,0.17541160386140586,0.0,0.5261631078364074,INV>CHI,24,5,021RS.cha.conv.txt-select.txt-rand.txt,SLI
57,57,0.33806170189140655,0.0,0.20412414523193154,0.0,0.0,0.0,0.16903085094570328,0.0,0.3634239583564882,CHI>INV,5,7,021RS.cha.conv.txt-select.txt-rand.txt,SLI
58,58,0.1889822365046136,0.0,0.5669467095138409,0.23570226039551587,0.0,0.0,0.0,0.0,0.41191892219363213,INV>CHI,7,4,021RS.cha.conv.txt-select.txt-rand.txt,SLI
59,59,0.0,0.0,0.7559289460184544,0.18257418583505536,0.41602514716892186,0.0,0.41602514716892186,0.0,0.5307027540296202,CHI>INV,4,11,021RS.cha.conv.txt-select.txt-rand.txt,SLI
60,60,0.5669467095138409,0.18257418583505536,0.8017837257372732,0.3651483716701107,0.41602514716892186,0.0,0.41602514716892186,0.0,0.6473085297541704,INV>CHI,11,4,021RS.cha.conv.txt-select.txt-rand.txt,SLI
61,61,0.5962847939999439,0.280056016805602,0.5773502691896257,0.29814239699997197,0.23570226039551587,0.0,0.23570226039551587,0.0,0.529359306346075,CHI>INV,4,14,021RS.cha.conv.txt-select.txt-rand.txt,SLI
62,62,0.3857583749052298,0.0,0.5853694070049636,0.19999999999999998,0.20412414523193154,0.0,0.3402069087198859,0.0,0.5888027994450759,INV>CHI,14,12,021RS.cha.conv.txt-select.txt-rand.txt,SLI
63,63,0.39735970711951313,0.0,0.6537204504606136,0.20254787341673333,0.18731716231633883,0.0,0.2809757434745082,0.0,0.6203900316553136,CHI>INV,12,22,021RS.cha.conv.txt-select.txt-rand.txt,SLI
64,64,0.3015113445777636,0.0,0.43301270189221935,0.0,0.18731716231633883,0.0,0.18731716231633883,0.0,0.4687198376901105,INV>CHI,22,3,021RS.cha.conv.txt-select.txt-rand.txt,SLI
65,65,0.0,0.0,0.21320071635561041,0.19611613513818402,0.46291004988627577,0.0,0.46291004988627577,0.0,0.40416920307548154,CHI>INV,3,8,021RS.cha.conv.txt-select.txt-rand.txt,SLI
66,66,0.20965696734438366,0.0,0.3344968040028363,0.294174202707276,0.24174688920761409,0.0,0.24174688920761409,0.0,0.42439934115898104,INV>CHI,8,9,021RS.cha.conv.txt-select.txt-rand.txt,SLI
67,67,0.24019223070763074,0.0,0.24019223070763074,0.11180339887498948,0.09090909090909091,0.0,0.09090909090909091,0.0,0.4361416601760135,CHI>INV,9,11,021RS.cha.conv.txt-select.txt-rand.txt,SLI
68,68,0.14907119849998599,0.0,0.1889822365046136,0.22360679774997896,0.0,0.0,0.17407765595569785,0.0,0.44830656496582866,INV>CHI,11,3,021RS.cha.conv.txt-select.txt-rand.txt,SLI
69,69,0.40824829046386296,0.0,0.3810003810005715,0.29488391230979427,0.0,0.0,0.1072112534837795,0.0,0.49346591910378346,CHI>INV,3,23,021RS.cha.conv.txt-select.txt-rand.txt,SLI
70,0,0.23904572186687872,0.0,0.23904572186687872,0.0,0.0,0.0,0.0,0.0,0.6633549340018144,INV>CHI,3,11,083BB.cha.conv.txt-select.txt-rand.txt,SLI
71,1,0.4351941398892446,0.12499999999999997,0.4351941398892446,0.12499999999999997,0.25087260300212727,0.19999999999999996,0.25087260300212727,0.19999999999999996,0.7040324867822548,CHI>INV,11,11,083BB.cha.conv.txt-select.txt-rand.txt,SLI
72,2,0.31622776601683794,0.1091089451179962,0.5393598899705937,0.10206207261596574,0.07106690545187015,0.0,0.07106690545187015,0.0,0.4513233651709797,INV>CHI,11,10,083BB.cha.conv.txt-select.txt-rand.txt,SLI
73,3,0.4714045207910316,0.14285714285714285,0.6030226891555273,0.13363062095621217,0.08333333333333333,0.0,0.08333333333333333,0.0,0.4262571216140625,CHI>INV,10,8,083BB.cha.conv.txt-select.txt-rand.txt,SLI
74,4,0.25819888974716115,0.0,0.3872983346207417,0.0,0.0,0.0,0.0,0.0,0.3959563582876343,INV>CHI,8,4,083BB.cha.conv.txt-select.txt-rand.txt,SLI
75,5,0.0,0.0,0.0,0.20412414523193148,0.16666666666666666,0.0,0.3333333333333333,0.0,0.4146426252584552,CHI>INV,4,9,083BB.cha.conv.txt-select.txt-rand.txt,SLI
76,6,0.39223227027636803,0.35355339059327373,0.39223227027636803,0.35355339059327373,0.0,0.0,0.0,0.0,,INV>CHI,9,2,083BB.cha.conv.txt-select.txt-rand.txt,SLI
77,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CHI>INV,2,4,083BB.cha.conv.txt-select.txt-rand.txt,SLI
78,8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27499414376388465,INV>CHI,4,1,083BB.cha.conv.txt-select.txt-rand.txt,SLI
79,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49132430313261544,CHI>INV,1,17,083BB.cha.conv.txt-select.txt-rand.txt,SLI
80,10,0.5809475019311126,0.34668762264076824,0.6454972243679028,0.48536267169707553,0.3441236008058426,0.1386750490563073,0.3441236008058426,0.1386750490563073,0.6884637168490111,INV>CHI,17,14,083BB.cha.conv.txt-select.txt-rand.txt,SLI
81,11,0.7016464154456235,0.24174688920761409,0.6236095644623235,0.3223291856101521,0.3227486121839514,0.08006407690254358,0.3872983346207417,0.08006407690254358,0.6204720848035683,CHI>INV,14,13,083BB.cha.conv.txt-select.txt-rand.txt,SLI
82,12,0.5423261445466404,0.12909944487358055,0.512989176042577,0.12909944487358055,0.21081851067789195,0.0,0.21081851067789195,0.0,0.5520035057163486,INV>CHI,13,6,083BB.cha.conv.txt-select.txt-rand.txt,SLI
83,13,0.45291081365783836,0.0,0.45291081365783836,0.0,0.0,0.0,0.0,0.0,0.567769913724368,CHI>INV,6,11,083BB.cha.conv.txt-select.txt-rand.txt,SLI
84,14,0.3273268353539886,0.1259881576697424,0.28867513459481287,0.1259881576697424,0.09128709291752767,0.0,0.09128709291752767,0.0,0.5538271123323212,INV>CHI,11,8,083BB.cha.conv.txt-select.txt-rand.txt,SLI
85,15,0.43915503282683993,0.20025046972870353,0.3351775152257364,0.23087854826980506,0.318222913670292,0.0,0.31426968052735443,0.0,0.6961663539942682,CHI>INV,8,39,083BB.cha.conv.txt-select.txt-rand.txt,SLI
86,16,0.7223151185146154,0.38235955645093633,0.7123956116565484,0.42320736951515897,0.3375263702778072,0.0,0.3333333333333333,0.0,0.515254127060287,INV>CHI,39,4,083BB.cha.conv.txt-select.txt-rand.txt,SLI
87,17,0.6123724356957945,0.3692744729379982,0.5940885257860046,0.3692744729379982,0.3,0.0,0.3,0.0,0.47575901707300117,CHI>INV,4,19,083BB.cha.conv.txt-select.txt-rand.txt,SLI
88,18,0.3481553119113957,0.0,0.3380617018914066,0.0,0.0,0.0,0.0,0.0,0.5200159318109233,INV>CHI,19,1,083BB.cha.conv.txt-select.txt-rand.txt,SLI
89,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37745158868593554,CHI>INV,1,8,083BB.cha.conv.txt-select.txt-rand.txt,SLI
90,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45546334756914353,INV>CHI,8,3,083BB.cha.conv.txt-select.txt-rand.txt,SLI
91,21,0.0,0.0,0.0,0.0,0.23094010767585033,0.0,0.23094010767585033,0.0,0.3471902156665079,CHI>INV,3,26,083BB.cha.conv.txt-select.txt-rand.txt,SLI
92,22,0.20412414523193154,0.17677669529663687,0.4082482904638631,0.17677669529663687,0.17888543819998318,0.0,0.17888543819998318,0.0,0.4420072427403108,INV>CHI,26,5,083BB.cha.conv.txt-select.txt-rand.txt,SLI
93,23,0.5499719409228703,0.30697030675746023,0.6363961030678927,0.3776316112335101,0.2721655269759087,0.0,0.26352313834736496,0.0,0.6101814549081004,CHI>INV,5,76,083BB.cha.conv.txt-select.txt-rand.txt,SLI
94,24,0.7348469228349535,0.35999999999999993,0.6335525936249404,0.3438723239553915,0.3450327796711771,0.15097027121927944,0.42316363302800525,0.1437770309379179,0.7042459588263914,INV>CHI,76,7,083BB.cha.conv.txt-select.txt-rand.txt,SLI
95,25,0.5714285714285714,0.20412414523193154,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.5481967068705189,CHI>INV,7,5,083BB.cha.conv.txt-select.txt-rand.txt,SLI
96,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5177485556409669,INV>CHI,5,2,083BB.cha.conv.txt-select.txt-rand.txt,SLI
97,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4933230524185974,CHI>INV,2,9,083BB.cha.conv.txt-select.txt-rand.txt,SLI
98,28,0.3721042037676254,0.17677669529663687,0.3464101615137754,0.15811388300841897,0.0,0.0,0.0,0.0,0.6170094400534838,INV>CHI,9,5,083BB.cha.conv.txt-select.txt-rand.txt,SLI
99,29,0.4803844614152615,0.14907119849998599,0.420084025208403,0.12598815766974242,0.17888543819998318,0.1336306209562122,0.17888543819998318,0.1336306209562122,0.6897236626695645,CHI>INV,5,15,083BB.cha.conv.txt-select.txt-rand.txt,SLI
100,30,0.5773502691896258,0.5,0.75,0.6396021490668313,0.282842712474619,0.0,0.282842712474619,0.0,0.21399776070212095,INV>CHI,15,2,083BB.cha.conv.txt-select.txt-rand.txt,SLI
101,31,0.22360679774997896,0.0,0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.20476391280558304,CHI>INV,2,10,083BB.cha.conv.txt-select.txt-rand.txt,SLI
102,32,0.3333333333333333,0.3333333333333333,0.30151134457776363,0.3333333333333333,0.22360679774997896,0.0,0.22360679774997896,0.0,0.34547132804476244,INV>CHI,10,2,083BB.cha.conv.txt-select.txt-rand.txt,SLI
103,33,0.6882472016116852,0.47140452079103173,0.6882472016116852,0.47140452079103173,0.17149858514250882,0.0,0.17149858514250882,0.0,0.17952736696020755,CHI>INV,2,15,083BB.cha.conv.txt-select.txt-rand.txt,SLI
104,34,0.1873171623163388,0.0,0.2809757434745082,0.0,0.10846522890932808,0.0,0.10846522890932808,0.0,0.4950826969284049,INV>CHI,15,5,083BB.cha.conv.txt-select.txt-rand.txt,SLI
105,35,0.22645540682891918,0.0,0.33968311024337877,0.0,0.11952286093343936,0.0,0.11952286093343936,0.0,0.4915267360193093,CHI>INV,5,12,083BB.cha.conv.txt-select.txt-rand.txt,SLI
106,36,0.5262348115842176,0.30151134457776363,0.6139406135149205,0.30151134457776363,0.1690308509457033,0.0,0.1690308509457033,0.0,0.28056189509346385,INV>CHI,12,8,083BB.cha.conv.txt-select.txt-rand.txt,SLI
107,37,0.29814239699997197,0.3333333333333333,0.4719399037242694,0.31426968052735443,0.29019050004400465,0.0,0.29019050004400465,0.0,0.3677602607956274,CHI>INV,8,15,083BB.cha.conv.txt-select.txt-rand.txt,SLI
108,38,0.31426968052735443,0.15811388300841897,0.4499770425732575,0.14907119849998599,0.12725695259515554,0.0,0.12725695259515554,0.0,0.6191898158786093,INV>CHI,15,11,083BB.cha.conv.txt-select.txt-rand.txt,SLI
109,39,0.5656854249492379,0.0,0.5163977794943222,0.0,0.0,0.0,0.0,0.0,0.5122101317830959,CHI>INV,11,5,083BB.cha.conv.txt-select.txt-rand.txt,SLI
110,40,0.19999999999999996,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.33787522347390775,INV>CHI,5,5,083BB.cha.conv.txt-select.txt-rand.txt,SLI
111,41,0.5144957554275265,0.4008918628686366,0.280056016805602,0.25,0.4338609156373123,0.0,0.512989176042577,0.0,0.4682818836384779,CHI>INV,5,15,083BB.cha.conv.txt-select.txt-rand.txt,SLI
112,42,0.521749194749951,0.0,0.5715476066494082,0.0,0.140028008402801,0.0,0.13245323570650439,0.0,0.7709984229332821,INV>CHI,15,10,083BB.cha.conv.txt-select.txt-rand.txt,SLI
113,43,0.3418817293789138,0.0,0.4558423058385518,0.0,0.23570226039551587,0.0,0.23570226039551587,0.0,0.7014667292361811,CHI>INV,10,6,083BB.cha.conv.txt-select.txt-rand.txt,SLI
114,44,0.35355339059327373,0.0,0.35355339059327373,0.0,0.0,0.0,0.0,0.0,0.3454687258640211,INV>CHI,6,1,083BB.cha.conv.txt-select.txt-rand.txt,SLI
115,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32900562887086116,CHI>INV,1,4,083BB.cha.conv.txt-select.txt-rand.txt,SLI
116,46,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.42991605899194085,INV>CHI,4,1,083BB.cha.conv.txt-select.txt-rand.txt,SLI
117,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3219343330836726,CHI>INV,1,4,083BB.cha.conv.txt-select.txt-rand.txt,SLI
118,48,0.0,0.0,0.0,0.0,0.23570226039551587,0.0,0.23570226039551587,0.0,0.6477044986899154,INV>CHI,4,3,083BB.cha.conv.txt-select.txt-rand.txt,SLI
119,49,0.3651483716701107,0.0,0.3651483716701107,0.0,0.0,0.0,0.0,0.0,0.6063117168885082,CHI>INV,3,8,083BB.cha.conv.txt-select.txt-rand.txt,SLI
120,50,0.31622776601683794,0.0,0.31622776601683794,0.0,0.0,0.0,0.0,0.0,,INV>CHI,8,1,083BB.cha.conv.txt-select.txt-rand.txt,SLI
121,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CHI>INV,1,1,083BB.cha.conv.txt-select.txt-rand.txt,SLI
122,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,INV>CHI,1,14,083BB.cha.conv.txt-select.txt-rand.txt,SLI
123,53,0.5635445125120265,0.1863389981249825,0.5224185187586713,0.19117977822546817,0.16448792373994225,0.049813548138671795,0.16448792373994225,0.049813548138671795,0.6122262010396923,CHI>INV,14,32,083BB.cha.conv.txt-select.txt-rand.txt,SLI
124,54,0.46499055497527714,0.0,0.4364357804719848,0.0,0.0,0.0,0.0,0.0,0.6228229802606843,INV>CHI,32,1,083BB.cha.conv.txt-select.txt-rand.txt,SLI
125,55,0.7071067811865476,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.6486869024470616,CHI>INV,1,13,083BB.cha.conv.txt-select.txt-rand.txt,SLI
126,56,0.5163977794943222,0.11785113019775793,0.6546536707079772,0.23570226039551587,0.18333969940564224,0.0,0.18333969940564224,0.0,0.6846711639448669,INV>CHI,13,7,083BB.cha.conv.txt-select.txt-rand.txt,SLI
127,57,0.4082482904638631,0.0,0.45291081365783836,0.0,0.0,0.0,0.0,0.0,0.5285006908950912,CHI>INV,7,4,083BB.cha.conv.txt-select.txt-rand.txt,SLI
128,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4682166378597663,INV>CHI,4,4,083BB.cha.conv.txt-select.txt-rand.txt,SLI
129,59,0.0,0.0,0.11785113019775793,0.0,0.0,0.0,0.0,0.0,0.37233049284627706,CHI>INV,4,8,083BB.cha.conv.txt-select.txt-rand.txt,SLI
130,60,0.0,0.0,0.20412414523193148,0.0,0.0,0.0,0.0,0.0,0.2874388701012316,INV>CHI,8,2,083BB.cha.conv.txt-select.txt-rand.txt,SLI
131,61,0.18257418583505533,0.0,0.5477225575051661,0.31622776601683794,0.0,0.0,0.0,0.0,0.4051710019282916,CHI>INV,2,11,083BB.cha.conv.txt-select.txt-rand.txt,SLI
132,62,0.4003203845127179,0.28867513459481287,0.3651483716701107,0.2672612419124244,0.26111648393354675,0.09534625892455924,0.3223291856101521,0.09534625892455924,0.6096458450418533,INV>CHI,11,12,083BB.cha.conv.txt-select.txt-rand.txt,SLI
133,63,0.38138503569823695,0.3508232077228117,0.3999999999999999,0.24494897427831777,0.26111648393354675,0.0,0.24174688920761409,0.0,0.6609583967044701,CHI>INV,12,11,083BB.cha.conv.txt-select.txt-rand.txt,SLI
134,64,0.0,0.0,0.17677669529663687,0.22360679774997896,0.17407765595569785,0.0,0.17407765595569785,0.0,0.7073514496509262,INV>CHI,11,3,083BB.cha.conv.txt-select.txt-rand.txt,SLI
