,time,syntax_penn_tok1,syntax_penn_tok2,syntax_penn_lem1,syntax_penn_lem2,lexical_tok1,lexical_tok2,lexical_lem1,lexical_lem2,cosine_semanticL,partner_direction,utterance_length1,utterance_length2,condition_info
36,36,0.6123724356957945,0.24999999999999994,0.7559289460184544,0.4999999999999999,0.0,0.0,0.29814239699997197,0.0,,CHI>MOT,3,9,time169-time167-cond0
37,37,0.47809144373375745,0.14433756729740646,0.5976143046671968,0.2886751345948129,0.0975900072948533,0.0,0.0975900072948533,0.0,0.5047519813797762,MOT>CHI,9,7,time169-time167-cond0
38,38,0.5547001962252291,0.0,0.5547001962252291,0.0,0.0,0.0,0.0,0.0,0.5518893912453436,CHI>MOT,7,1,time169-time167-cond0
39,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2437968027756341,MOT>CHI,1,1,time169-time167-cond0
40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29582665899736826,CHI>MOT,1,6,time169-time167-cond0
41,41,0.5477225575051661,0.26726124191242434,0.5477225575051661,0.26726124191242434,0.0,0.0,0.0,0.0,0.5104618354451201,MOT>CHI,6,3,time169-time167-cond0
42,42,0.5773502691896258,0.40824829046386296,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.4919857823022711,CHI>MOT,3,4,time169-time167-cond0
43,43,0.2886751345948129,0.0,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.5166208002746868,MOT>CHI,4,4,time169-time167-cond0
44,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3755003898890259,CHI>MOT,4,4,time169-time167-cond0
45,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19872595172525997,MOT>CHI,4,1,time169-time167-cond0
46,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19872595172525997,CHI>MOT,1,1,time169-time167-cond0
47,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4069559020104181,MOT>CHI,1,6,time169-time167-cond0
48,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4069559020104181,CHI>MOT,6,1,time169-time167-cond0
49,49,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5188227323891795,MOT>CHI,1,7,time169-time167-cond0
50,50,0.2721655269759087,0.0,0.2721655269759087,0.0,0.26726124191242434,0.0,0.26726124191242434,0.0,0.8137701996443361,CHI>MOT,7,8,time169-time167-cond0
51,51,0.5853694070049636,0.0,0.5853694070049636,0.0,0.20412414523193148,0.1259881576697424,0.20412414523193148,0.1259881576697424,0.814432583284884,MOT>CHI,8,10,time169-time167-cond0
52,52,0.29019050004400465,0.06666666666666667,0.5934424260562083,0.06415002990995841,0.19802950859533489,0.0,0.19802950859533489,0.0,0.7822414470503178,CHI>MOT,10,20,time169-time167-cond0
53,53,0.3015113445777636,0.0,0.37499999999999994,0.1360827634879543,0.09901475429766744,0.0,0.09901475429766744,0.0,0.3414747406180201,MOT>CHI,20,3,time169-time167-cond0
54,54,0.6123724356957945,0.0,0.6123724356957945,0.0,0.0,0.0,0.0,0.0,0.16793189883883364,CHI>MOT,3,6,time169-time167-cond0
55,55,0.7071067811865475,0.2581988897471611,0.7071067811865475,0.2581988897471611,0.0,0.0,0.0,0.0,0.4952603815384742,MOT>CHI,6,4,time169-time167-cond0
56,56,0.45226701686664544,0.19245008972987526,0.5,0.19245008972987526,0.0,0.0,0.0,0.0,0.3061614127204746,CHI>MOT,4,8,time169-time167-cond0
57,57,0.40451991747794525,0.0,0.5962847939999439,0.0,0.0,0.0,0.0,0.0,0.338459371144853,MOT>CHI,8,5,time169-time167-cond0
58,58,0.674199862463242,0.0,0.674199862463242,0.0,0.0,0.0,0.0,0.0,0.514350084453801,CHI>MOT,5,9,time169-time167-cond0
59,59,0.30151134457776363,0.0,0.30151134457776363,0.0,0.0,0.0,0.0,0.0,0.2722814259262478,MOT>CHI,9,1,time169-time167-cond0
60,60,0.30151134457776363,0.0,0.30151134457776363,0.0,0.0,0.0,0.0,0.0,0.3615758209465918,CHI>MOT,1,12,time169-time167-cond0
61,61,0.42640143271122083,0.12403473458920847,0.42640143271122083,0.12403473458920847,0.0,0.0,0.0,0.0,0.49252202042718474,MOT>CHI,12,6,time169-time167-cond0
62,62,0.35355339059327373,0.0,0.35355339059327373,0.0,0.0,0.0,0.0,0.0,0.33584735366354845,CHI>MOT,6,4,time169-time167-cond0
63,63,0.5773502691896258,0.0,0.5773502691896258,0.40824829046386296,0.0,0.0,0.0,0.0,,MOT>CHI,4,3,time169-time167-cond0
64,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CHI>MOT,3,3,time169-time167-cond0
65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MOT>CHI,3,4,time169-time167-cond0
66,66,0.35355339059327373,0.0,0.35355339059327373,0.0,0.0,0.0,0.0,0.0,,CHI>MOT,4,2,time169-time167-cond0
67,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MOT>CHI,2,2,time169-time167-cond0
68,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31329249922194413,CHI>MOT,2,12,time169-time167-cond0
69,69,0.3202563076101743,0.0,0.5298129428260175,0.22360679774997896,0.0,0.0,0.0,0.0,0.46042737673962564,MOT>CHI,12,3,time169-time167-cond0
70,70,0.40824829046386296,0.0,0.40824829046386296,0.40824829046386296,0.2886751345948129,0.0,0.2886751345948129,0.0,0.36739953311780316,CHI>MOT,3,4,time169-time167-cond0
71,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3583257962898403,MOT>CHI,4,2,time169-time167-cond0
72,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38603984467690555,CHI>MOT,2,7,time169-time167-cond0
73,73,0.4803844614152615,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.3781660180208153,MOT>CHI,7,3,time169-time167-cond0
74,74,0.3651483716701107,0.0,0.3651483716701107,0.0,0.0,0.0,0.0,0.0,0.37749772880414667,CHI>MOT,3,8,time169-time167-cond0
75,75,0.4216370213557839,0.0,0.4216370213557839,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.5554125546052225,MOT>CHI,8,5,time169-time167-cond0
76,76,0.31980107453341566,0.0,0.31980107453341566,0.0,0.0,0.0,0.0,0.0,0.5609171658058952,CHI>MOT,5,6,time169-time167-cond0
77,77,0.5773502691896258,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.7067331384535716,MOT>CHI,6,4,time169-time167-cond0
78,78,0.0,0.0,0.20412414523193154,0.0,0.0,0.0,0.0,0.0,0.5319466438681655,CHI>MOT,4,5,time169-time167-cond0
79,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4601442346786585,MOT>CHI,5,2,time169-time167-cond0
80,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6376995306059657,CHI>MOT,2,14,time169-time167-cond0
81,81,0.6454972243679028,0.17149858514250882,0.7216878364870323,0.18257418583505533,0.0,0.0,0.0,0.0,0.4298515818754457,MOT>CHI,14,3,time169-time167-cond0
82,82,0.40824829046386296,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.12943324024517056,CHI>MOT,3,2,time169-time167-cond0
83,83,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1438541267332245,MOT>CHI,2,1,time169-time167-cond0
84,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2581301007275698,CHI>MOT,1,4,time169-time167-cond0
85,0,0.18257418583505536,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.5204858878063321,CHI>MOT,12,8,time127-time111-cond0
86,1,0.0,0.0,0.2581988897471611,0.0,0.0,0.0,0.0,0.0,0.3584175084236463,MOT>CHI,8,5,time127-time111-cond0
87,2,0.0,0.0,0.0,0.0,0.31622776601683794,0.0,0.31622776601683794,0.0,,CHI>MOT,5,2,time127-time111-cond0
88,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MOT>CHI,2,1,time127-time111-cond0
89,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5198410843430827,CHI>MOT,1,8,time127-time111-cond0
90,5,0.4444444444444444,0.0,0.40201512610368484,0.0,0.1178511301977579,0.0,0.1178511301977579,0.0,0.34127203462637645,MOT>CHI,8,7,time127-time111-cond0
91,6,0.4370866917665224,0.2525381361380527,0.5031546054266276,0.33995005182504245,0.13245323570650439,0.0,0.13245323570650439,0.0,0.39528135685709986,CHI>MOT,7,39,time127-time111-cond0
92,7,0.3441236008058426,0.0,0.4216370213557839,0.0,0.0,0.0,0.0,0.0,0.1044386507767957,MOT>CHI,39,1,time127-time111-cond0
93,8,0.25,0.0,0.47140452079103173,0.0,0.0,0.0,0.0,0.0,0.125271875766791,CHI>MOT,1,12,time127-time111-cond0
94,9,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46926670702274087,MOT>CHI,12,1,time127-time111-cond0
95,10,0.6396021490668313,0.0,0.0,0.0,0.2182178902359924,0.0,0.18569533817705186,0.0,0.5641055707116727,CHI>MOT,1,15,time127-time111-cond0
96,11,0.1973855084879307,0.10482848367219183,0.5640760748177662,0.10482848367219183,0.1543033499620919,0.0,0.2626128657194451,0.0,0.4906644120865735,MOT>CHI,15,8,time127-time111-cond0
97,12,0.4678087053512702,0.0,0.48651277256732783,0.0,0.18952451089472583,0.0,0.18952451089472583,0.0,0.671464723282441,CHI>MOT,8,45,time127-time111-cond0
98,13,0.5404361177891457,0.16198477414681164,0.5292561240249632,0.15877683720748895,0.0,0.0,0.0,0.0,0.6447293819553075,MOT>CHI,45,6,time127-time111-cond0
99,14,0.2182178902359924,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.5178940835604795,CHI>MOT,6,7,time127-time111-cond0
100,15,0.6793662204867575,0.25819888974716115,0.6793662204867575,0.25819888974716115,0.11396057645963795,0.0,0.11396057645963795,0.0,0.45864449759343906,MOT>CHI,7,9,time127-time111-cond0
101,16,0.5976143046671968,0.15811388300841897,0.7171371656006361,0.15811388300841897,0.0,0.0,0.0,0.0,0.29784738287596435,CHI>MOT,9,5,time127-time111-cond0
102,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06780815387854533,MOT>CHI,5,1,time127-time111-cond0
103,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CHI>MOT,1,1,time127-time111-cond0
104,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MOT>CHI,1,3,time127-time111-cond0
105,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CHI>MOT,3,1,time127-time111-cond0
106,21,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,MOT>CHI,1,1,time127-time111-cond0
107,22,0.4681645887845223,0.0,0.4500351603704096,0.0,0.0,0.0,0.0,0.0,0.16694994358956006,CHI>MOT,1,37,time127-time111-cond0
108,23,0.4681645887845223,0.0,0.4500351603704096,0.0,0.0,0.0,0.0,0.0,,MOT>CHI,37,1,time127-time111-cond0
109,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CHI>MOT,1,4,time127-time111-cond0
110,25,0.31622776601683794,0.0,0.31622776601683794,0.0,0.0,0.0,0.0,0.0,0.2635046059521349,MOT>CHI,4,8,time127-time111-cond0
111,26,0.28867513459481287,0.0,0.44543540318737396,0.0,0.09534625892455924,0.0,0.09534625892455924,0.0,0.3528652047852876,CHI>MOT,8,11,time127-time111-cond0
112,27,0.6324555320336759,0.0,0.5976143046671968,0.25819888974716115,0.10050378152592121,0.0,0.20100756305184242,0.0,0.4689167027287857,MOT>CHI,11,7,time127-time111-cond0
113,28,0.0,0.0,0.4082482904638631,0.0,0.0,0.0,0.0,0.0,0.40596884215173135,CHI>MOT,7,1,time127-time111-cond0
114,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20488734960339172,MOT>CHI,1,5,time127-time111-cond0
115,30,0.16609095970747995,0.0,0.16903085094570328,0.0,0.07559289460184544,0.0,0.07273929674533079,0.0,0.4014671491479196,CHI>MOT,5,19,time127-time111-cond0
116,31,0.18257418583505536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34079689972443994,MOT>CHI,19,1,time127-time111-cond0
117,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3246958751213139,CHI>MOT,1,13,time127-time111-cond0
118,33,0.0,0.0,0.0,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.15596306210766264,MOT>CHI,13,3,time127-time111-cond0
119,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22282387800888692,CHI>MOT,3,10,time127-time111-cond0
120,35,0.13608276348795434,0.0,0.21320071635561041,0.0,0.0,0.0,0.18257418583505536,0.0,,MOT>CHI,10,3,time127-time111-cond0
121,36,0.40824829046386296,0.0,0.40824829046386296,0.0,0.0,0.0,0.0,0.0,,CHI>MOT,3,2,time127-time111-cond0
122,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MOT>CHI,2,1,time127-time111-cond0
123,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23116929361371874,CHI>MOT,1,7,time127-time111-cond0
124,39,0.3333333333333333,0.0,0.2773500981126146,0.0,0.0,0.0,0.0,0.0,0.1434563195335976,MOT>CHI,7,1,time127-time111-cond0
125,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29799046785059813,CHI>MOT,1,4,time127-time111-cond0
126,41,0.5619514869490164,0.17407765595569785,0.5107539184552492,0.17407765595569785,0.0,0.0,0.0,0.0,0.6714999989008699,MOT>CHI,4,12,time127-time111-cond0
127,42,0.36084391824351614,0.0,0.3227486121839514,0.0,0.0668153104781061,0.0,0.0668153104781061,0.0,0.5735989785269302,CHI>MOT,12,12,time127-time111-cond0
128,43,0.39223227027636803,0.0,0.39223227027636803,0.0,0.0,0.0,0.0,0.0,0.3004154015165508,MOT>CHI,12,2,time127-time111-cond0
129,44,0.6454972243679028,0.0,0.7499999999999999,0.0,0.0,0.0,0.0,0.0,0.42762621551038915,CHI>MOT,2,17,time127-time111-cond0
130,45,0.7348469228349533,0.0,0.7905694150420948,0.0,0.0,0.0,0.0,0.0,0.630210838073564,MOT>CHI,17,5,time127-time111-cond0
131,46,0.6499336836196815,0.48507125007266594,0.6499336836196815,0.48507125007266594,0.11180339887498948,0.0,0.11180339887498948,0.0,0.6301476350397467,CHI>MOT,5,12,time127-time111-cond0
132,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5605934853697342,MOT>CHI,12,1,time127-time111-cond0
133,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.577065373194394,CHI>MOT,1,7,time127-time111-cond0
134,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6186863387091937,MOT>CHI,7,2,time127-time111-cond0
135,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4158454393286879,CHI>MOT,2,7,time127-time111-cond0
136,51,0.3563483225498992,0.0,0.47809144373375745,0.0,0.0,0.0,0.2614881801842454,0.0,0.20546666845077322,MOT>CHI,7,14,time127-time111-cond0
137,52,0.5009794328681195,0.07412493166611013,0.6172133998483678,0.14433756729740646,0.09128709291752768,0.0,0.16724840200141816,0.0,0.2820901498687547,CHI>MOT,14,14,time127-time111-cond0
138,53,0.4303314829119352,0.09805806756909201,0.5477225575051661,0.09622504486493763,0.11547005383792514,0.0,0.22019275302527208,0.0,0.15933636169806775,MOT>CHI,14,9,time127-time111-cond0
139,54,0.3651483716701107,0.26726124191242434,0.5070925528371099,0.3779644730092272,0.4296689244236597,0.0,0.4296689244236597,0.0,0.18984483907409977,CHI>MOT,9,9,time127-time111-cond0
140,55,0.3779644730092272,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.03146611583442416,MOT>CHI,9,1,time127-time111-cond0
141,56,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.20804891239496204,CHI>MOT,1,1,time127-time111-cond0
142,57,0.9486832980505138,0.0,0.9486832980505138,0.0,0.0,0.0,0.0,0.0,0.43745511628304756,MOT>CHI,1,4,time127-time111-cond0
143,58,0.9486832980505138,0.0,0.9486832980505138,0.0,0.0,0.0,0.0,0.0,0.43745511628304756,CHI>MOT,4,1,time127-time111-cond0
144,59,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.20804891239496204,MOT>CHI,1,1,time127-time111-cond0
145,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1816741868714733,CHI>MOT,1,8,time127-time111-cond0
146,61,0.472455591261534,0.30151134457776363,0.472455591261534,0.30151134457776363,0.0,0.0,0.0,0.0,0.7300475757611419,MOT>CHI,8,5,time127-time111-cond0
147,62,0.33806170189140655,0.0,0.7142857142857142,0.25,0.0,0.0,0.0,0.0,0.26715765406368264,CHI>MOT,5,5,time127-time111-cond0
148,63,0.19999999999999996,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.27065915292204745,MOT>CHI,5,5,time127-time111-cond0
149,64,0.3999999999999999,0.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.3591553134623702,CHI>MOT,5,5,time127-time111-cond0
150,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3099870331402874,MOT>CHI,5,1,time127-time111-cond0
151,66,0.4472135954999579,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.6205122930732578,CHI>MOT,1,5,time127-time111-cond0
152,67,0.5262348115842176,0.0,0.7016464154456235,0.0,0.0,0.0,0.0,0.0,0.502137283304942,MOT>CHI,5,12,time127-time111-cond0
153,68,0.29488391230979427,0.39223227027636803,0.5897678246195885,0.42640143271122083,0.16666666666666669,0.0,0.16666666666666669,0.0,0.19150226788742986,CHI>MOT,12,3,time127-time111-cond0
154,69,0.2182178902359924,0.0,0.2581988897471611,0.0,0.0,0.0,0.0,0.0,0.12664855815195242,MOT>CHI,3,5,time127-time111-cond0
155,70,0.3779644730092272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2782380214804283,CHI>MOT,5,1,time127-time111-cond0
156,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32509192705246437,MOT>CHI,1,1,time127-time111-cond0
157,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48285415873554316,CHI>MOT,1,22,time127-time111-cond0
158,73,0.12751534261266767,0.0,0.1543033499620919,0.0,0.0,0.0,0.0,0.0,0.4553673838496265,MOT>CHI,22,4,time127-time111-cond0
159,74,0.2886751345948129,0.0,0.15811388300841897,0.0,0.0,0.0,0.0,0.0,0.3029595944541108,CHI>MOT,4,8,time127-time111-cond0
160,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255484112557838,MOT>CHI,8,1,time127-time111-cond0
161,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4226624641817953,CHI>MOT,1,16,time127-time111-cond0
162,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4226624641817953,MOT>CHI,16,1,time127-time111-cond0
163,78,0.17677669529663687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4342704316163216,CHI>MOT,1,14,time127-time111-cond0
164,79,0.4016096644512494,0.11322770341445959,0.5813183589761798,0.21081851067789195,0.12964074471043288,0.0,0.12964074471043288,0.0,0.5736171376663292,MOT>CHI,14,9,time127-time111-cond0
165,80,0.2886751345948129,0.0,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.33311251916879603,CHI>MOT,9,2,time127-time111-cond0
166,81,0.7071067811865475,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.4637408380758442,MOT>CHI,2,1,time127-time111-cond0
167,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36842613703147276,CHI>MOT,1,4,time127-time111-cond0
168,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2640700923018422,MOT>CHI,4,3,time127-time111-cond0
169,84,0.4999999999999999,0.3333333333333333,0.5163977794943222,0.35355339059327373,0.16012815380508716,0.0,0.16012815380508716,0.0,0.6542522571288842,CHI>MOT,3,13,time127-time111-cond0
170,85,0.16012815380508713,0.0,0.1643989873053573,0.0,0.0,0.0,0.0,0.0,0.49723981524839,MOT>CHI,13,1,time127-time111-cond0
171,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CHI>MOT,1,2,time127-time111-cond0
172,0,0.608780777528101,0.15339299776947407,0.478713553878169,0.13801311186847084,0.0,0.0,0.0,0.0,0.6280655382078201,CHI>MOT,6,35,time143-time125-cond0
173,1,0.13245323570650439,0.0,0.12309149097933272,0.0,0.0,0.0,0.0,0.0,,MOT>CHI,35,1,time143-time125-cond0
174,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CHI>MOT,1,6,time143-time125-cond0
175,3,0.29814239699997197,0.0,0.29814239699997197,0.0,0.0,0.0,0.0,0.0,0.22532860291148538,MOT>CHI,6,3,time143-time125-cond0
176,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31940572705191994,CHI>MOT,3,1,time143-time125-cond0
177,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13950996512490077,MOT>CHI,1,5,time143-time125-cond0
178,6,0.27050089040022973,0.0,0.18731716231633883,0.0,0.11805626722019105,0.0,0.2951406680504776,0.1889822365046136,0.27953629286579296,CHI>MOT,5,27,time143-time125-cond0
179,7,0.2886751345948129,0.0,0.282842712474619,0.0,0.0,0.0,0.0,0.0,,MOT>CHI,27,1,time143-time125-cond0
180,8,0.6864064729836442,0.0,0.641688947919748,0.0,0.0,0.0,0.0,0.0,,CHI>MOT,1,47,time143-time125-cond0
181,9,0.0,0.0,0.09166984970282113,0.0,0.0,0.0,0.0,0.0,0.4592161920155027,MOT>CHI,47,1,time143-time125-cond0
