condition_info,syntax_penn_tok1,syntax_penn_tok2,syntax_penn_lem1,syntax_penn_lem2,lexical_tok1,lexical_tok2,lexical_lem1,lexical_lem2
time121-time119-cond0,0.8090029101431913,0.6359429549939982,0.8372667476133956,0.7347629067906999,0.33631107838644053,0.054403412289031505,0.3685510496296526,0.05813687845899565
time104-time110-cond1,0.8654566053867685,0.49228078909277745,0.8743265305902258,0.5960488421100212,0.2847933819720285,0.026527288335672146,0.33403855477615857,0.03846565072912235
time103-time109-cond0,0.8484050238859225,0.5055933576272706,0.8554114890525207,0.5251158152963457,0.37252363763041496,0.04245646362314283,0.3752118286633707,0.052175233560093105
time101-time133-cond0,0.6584242794883445,0.4259955557673355,0.6791344208028464,0.4536208766656558,0.06191586257082855,0.0080038427670137,0.06016756918697342,0.00794351589190117
time111-time117-cond0,0.8969142285304534,0.6955925735520249,0.9601855335235192,0.7624727645952916,0.3804403692377509,0.12977076087810913,0.4328854874445518,0.14834072784441324
time141-time169-cond0,0.8228908839730972,0.5240960593995616,0.8372762732088782,0.5689221953843436,0.27656913217020884,0.07660966372592251,0.3807063314181291,0.0842861231998849
time123-time141-cond0,0.9411309394094675,0.7562709740574591,0.9716831970569638,0.7615773729384341,0.6079096204426404,0.1827904327164066,0.6572908168733123,0.20718028955115544
time133-time165-cond0,0.6227523687795276,0.2932942300427066,0.65,0.26204871283216735,0.0,0.0,0.0,0.0
time165-time135-cond0,0.6738605570253132,0.02480694691784169,0.8221471437193746,0.14429582107316452,0.0,0.0,0.039374961547907886,0.0
time115-time103-cond0,0.9703803080700454,0.8019749224926568,0.9669156981871644,0.8075918892504136,0.7188000791672274,0.23103449861717001,0.7564504554644028,0.2540833048143541
time159-time117-cond0,0.7917031401136014,0.5755181996745907,0.8331903881394662,0.5767780277771762,0.23835430938378033,0.0458620060501405,0.26683206862972064,0.0485428313978266
time109-time169-cond0,0.9219321848584483,0.6697599163482073,0.9593079337783054,0.7094234673232426,0.45698564355700594,0.14283420180759304,0.4994388831514619,0.14735540378104287
time117-time139-cond0,0.9132212875592103,0.64025152315154,0.913227356961036,0.7130725919837936,0.49450382047630254,0.16382917038805286,0.529041539225968,0.1670039842548989
time149-time133-cond0,0.690626360377083,0.08841598196121758,0.7281869153902609,0.1899948527468953,0.14132854801368225,0.0,0.2507909669535476,0.13660768930548955
time157-time163-cond0,0.8450763966049725,0.526595744680851,0.8040414391043365,0.5025053199781474,0.38622101967706196,0.19377830872693122,0.39003783931485736,0.18786076404259264
time165-time157-cond0,0.6063390625908324,0.08158924398306318,0.7171087882915773,0.10256410256410256,0.0,0.0,0.07726674092862557,0.0
time139-time167-cond0,0.8762177488771085,0.5159439988379232,0.9210519098532465,0.6013839059954128,0.4125386195552485,0.039042210831075494,0.4706490490423897,0.044085530640395006
time169-time119-cond0,0.8847332378496283,0.7310939821005212,0.8597393791268174,0.771744274736927,0.33045493649495333,0.08820543228118406,0.35768761489988293,0.09371940711449478
time110-time120-cond1,0.8455804545814903,0.7131488497309286,0.9115178143665928,0.7840635165466869,0.37147021679202186,0.060874259730278,0.4324095924717116,0.060826780492453165
time157-time101-cond0,0.7983640393071604,0.5769354882425303,0.853001568205355,0.5831719150412817,0.4060175292439108,0.078279831414538,0.40205870660841336,0.0889787331210987
time145-time139-cond0,0.6454784596409591,0.4675332721794199,0.638668259737343,0.4343760948270839,0.407552843939395,0.08377841070818491,0.44727655811752093,0.09406469868801481
time157-time127-cond0,0.7865255386301135,0.38353029180315035,0.844568184075345,0.4832456210877899,0.38178203382483505,0.07713758978239256,0.37647337550716337,0.07449026956189225
time119-time109-cond0,0.8967933678124971,0.67510033371565,0.9364405131791559,0.6754289342522604,0.49240797187406593,0.08320710686898726,0.4842765045162914,0.0880840856703893
time139-time141-cond0,0.9438088188817766,0.6268204202154488,0.9529288506994701,0.6676448791533768,0.42783791303211194,0.09352720229403923,0.5294798877268223,0.10994420453042332
time127-time111-cond0,0.9025410506718686,0.6533768018592957,0.9208805976238029,0.716438673667745,0.4644280164055075,0.08672750432890998,0.5216974455481354,0.09529257800132619
time115-time125-cond0,0.901686333579773,0.7689580463350226,0.930949970025893,0.794908384711285,0.6766328259940854,0.24054932628631262,0.7057730847608799,0.24660658153194587
time122-time132-cond1,0.9341504049607379,0.6982685641968592,0.9390471518460636,0.7619621751176693,0.600709405945357,0.14698382936242343,0.6569249358312055,0.1701067190291487
time120-time108-cond1,0.7395528559186502,0.2869462157274226,0.7875061680833234,0.3112117140007504,0.07212602186291936,0.0,0.12386757322402704,0.0
time149-time115-cond0,0.7481481399463289,0.4790471922346452,0.7666871764197959,0.43584483395379425,0.16134393797520669,0.016413304107465318,0.18715930597828448,0.0356227777857452
time157-time145-cond0,0.8756376951094986,0.5333978449103735,0.9031262733621837,0.5548467311093941,0.2835152299672536,0.04221271819240626,0.29405357297969886,0.054866046518704616
time139-time123-cond0,0.7644186174216091,0.627181831139325,0.8284448749330571,0.7057842083013185,0.5027987184269814,0.11279003871687261,0.5624920660555528,0.12319085181158557
time125-time149-cond0,0.7031112321035926,0.3789396558837931,0.7322652323792057,0.37284762872502814,0.23309482127083267,0.04465496232888426,0.22518393545820425,0.0470784422495981
time123-time167-cond0,0.923751298259189,0.611368048156671,0.9593035781267729,0.6973765576587926,0.4188149902461638,0.09555466067279302,0.4657427274619944,0.10711093414536611
time133-time143-cond0,0.2581988897471611,0.0,0.24253562503633297,0.0,0.0,0.0,0.0,0.0
time134-time138-cond1,0.5474946179035743,0.41001153173649746,0.5477006499173125,0.45985500353653647,0.2748329953907468,0.03617090563700949,0.2928678160769965,0.035447004598341
time101-time115-cond0,0.9272233307196354,0.5973062320313721,0.9388514552763062,0.6434804891430685,0.3184735491193826,0.08869685939836239,0.36182321571260656,0.10208551330767478
time133-time121-cond0,0.6708203932499369,0.0,0.769800358919501,0.0,0.0,0.0,0.0,0.0
time143-time117-cond0,0.9440806031862763,0.8015043953311995,0.9356016587946437,0.8165908373875989,0.5866140098221416,0.14666011747651583,0.60926247166348,0.18078534509127397
time169-time123-cond0,0.9206971805792787,0.6624502684645206,0.9098422187390792,0.7619746258697286,0.48219353180893554,0.14130445193177396,0.5276121151546094,0.162309213969647
time167-time157-cond0,0.8881963566384746,0.7029589426363506,0.934301174645136,0.8021436008800468,0.5411945437740429,0.12144234387199968,0.5987228270165833,0.12699344880376645
time102-time104-cond1,0.32025630761017426,0.23570226039551587,0.3287979746107146,0.23570226039551587,0.0,0.0,0.0,0.0
time119-time115-cond0,0.8803913306047906,0.7140272187751668,0.9178731772592293,0.7116560171350444,0.4896868380945039,0.09477736638318407,0.4814358623887995,0.10055592087408785
time145-time125-cond0,0.6413861044416507,0.41312955789518685,0.6269630591572745,0.4412088372679912,0.5572473445319707,0.21763606507430308,0.5655775324580704,0.21238472299153419
time169-time141-cond0,0.8890439123673356,0.6949593554271922,0.9075206632759083,0.7429628805382232,0.4068110536873288,0.03977721087202606,0.47512273661624127,0.05869747498792259
time167-time135-cond0,0.9644529655739605,0.7833172179742401,0.9878806597523626,0.8162225208431383,0.6821923106185717,0.25992555741582707,0.7348422982463156,0.2726959559475313
time157-time159-cond0,0.8204593361335933,0.4928887094290716,0.853541673422175,0.5638653344188674,0.31142953865738204,0.023416479358811568,0.31302750919948436,0.02201802261207688
time149-time109-cond0,0.6913916020251047,0.3882882208013994,0.7581927575851796,0.46655674991140306,0.22913862012358976,0.0212653410738764,0.2588526755131995,0.029839946282177055
time117-time103-cond0,0.8493199899178187,0.5994858092522668,0.8806417104014959,0.6926346699015885,0.4859930632120038,0.13794014696151086,0.5377013246191622,0.15207591367812962
time115-time139-cond0,0.9412952856291973,0.7728112337736601,0.9502632886618759,0.7918163225935182,0.6224387436553468,0.14267858995804814,0.6650152226080095,0.1529036969659244
time143-time169-cond0,0.8625486604424619,0.6723656740498659,0.9137115087224627,0.7133511461940875,0.5767687793674456,0.13628169995918624,0.6043500781223571,0.15341739039072544
time101-time109-cond0,0.9426864673508565,0.5573888081705364,0.950776633123275,0.5869604395134291,0.4111599571949239,0.0899481917056969,0.43957678929706673,0.10801352159775532
time103-time133-cond0,0.3097520002491204,0.35698965473541444,0.2800397717859064,0.39287034081938127,0.27512634087026133,0.05989527482354798,0.2673577087056443,0.0594438298277764
time134-time124-cond1,0.6933218735623627,0.23073638047956582,0.6793662204867575,0.2967702309873429,0.2526764224926266,0.024562537539453734,0.26894457468998095,0.024193155031244227
time163-time121-cond0,0.5814195719094262,0.40678199817964245,0.6060915267313265,0.39448300512332213,0.21519122734702145,0.029108658756009372,0.22329742706328595,0.028853090519055886
time121-time141-cond0,0.922154194798546,0.716778075096868,0.943732540940127,0.7179889984040925,0.514081057768293,0.10677738606285653,0.5148444380171371,0.11228772558795228
time138-time108-cond1,0.47860470378642866,0.09243818241476258,0.5058295557256703,0.09013456650799621,0.018745950570817686,0.0,0.017681165513873144,0.0
time163-time143-cond0,0.5858434436419077,0.3374011616973656,0.5804582241901537,0.3021148897973882,0.2086442662682191,0.056518326291067456,0.2426172143170493,0.06786166727183603
time121-time123-cond0,0.8939038141122556,0.7443225795603903,0.9072040428591063,0.781077900022314,0.5223187784757352,0.13471934566481128,0.5389993450843088,0.13517804736842862
time123-time119-cond0,0.874414859784833,0.6534538536878858,0.8904437937136671,0.7146793044290467,0.49334952683181094,0.09807990046130236,0.503512474356004,0.09551066939584194
time101-time127-cond0,0.8945731552863585,0.5298007713688405,0.9604011212252581,0.6208933463068543,0.452548675061417,0.1280748429795366,0.47238337401139574,0.12606570125800745
time111-time103-cond0,0.9269920878944433,0.7924183551355775,0.9650923478039334,0.8427721541643337,0.5480719536620401,0.1611316765627814,0.5988555748638329,0.17757190205999857
time108-time128-cond1,0.9206025479832424,0.6604538438277217,0.922618209964577,0.7090099203851329,0.3654776679830541,0.0657975808267475,0.4139634370331305,0.08679260732054925
time101-time145-cond0,0.8991604026042154,0.5740938097484565,0.903423305527216,0.6522469449319772,0.3300646534260626,0.1713856835943367,0.3789950001002666,0.16737823778041133
time128-time102-cond1,0.0,0.1684303842133038,0.0,0.2005926236528081,0.14665020258017944,0.0,0.20622986134838725,0.0
time143-time125-cond0,0.8943536935519919,0.7016695280326166,0.8458352453979525,0.7323822448088365,0.575678754680433,0.11203705304599067,0.6231223731208526,0.13533686309823476
time138-time126-cond1,0.581988099291217,0.15551116179697,0.596126001059182,0.17435756082013434,0.07115771021275961,0.007245996334483252,0.07107057202752665,0.006835859270246632
time165-time143-cond0,0.5008285009824737,0.28968272975116055,0.6536653593372553,0.3027936453824481,0.01583118967153259,0.0,0.07412493166611012,0.0
time125-time119-cond0,0.6935627093323232,0.377502474347176,0.6240098539865699,0.3756570160227556,0.2547495772621572,0.04463465415979587,0.2606877402335111,0.04694027940381774
time127-time123-cond0,0.8566466875357582,0.6319258877845295,0.9182393840775472,0.6844978227290495,0.439985626949054,0.06557850953230955,0.5409978980112493,0.12341415849030218
time110-time134-cond1,0.7251657657702595,0.5984046556263692,0.8502310501630141,0.6347994635295878,0.4451292650061097,0.1071030151214539,0.45952942445151584,0.11760177174235242
time157-time115-cond0,0.8079497109324519,0.5187782546527134,0.8099270637651075,0.5208155132257795,0.34827424984562805,0.06540310802954209,0.34190417864120565,0.06309849475077992
time149-time145-cond0,0.7104552531065322,0.5806550699924916,0.7404583239154454,0.5976644977921658,0.1911205989592316,0.017033294043247053,0.1994945901362528,0.01901144120100475
time165-time121-cond0,0.7157672328722422,0.3108947062827684,0.7588376261201569,0.3055239064129045,0.0,0.0,0.04442616583193192,0.0
time127-time141-cond0,0.8731034454763693,0.6690182598586789,0.9702563969155249,0.6883681714202872,0.576654038734562,0.13763334698905025,0.6550633324488739,0.15190916618552672
time139-time111-cond0,0.7999769208193976,0.5845658039809675,0.9103690800691502,0.709556282066409,0.5144743524383363,0.06491693077251198,0.5865833540602401,0.07645581702266392
time115-time117-cond0,0.9291107325000361,0.7449491783142947,0.9571215803688629,0.7683085973771095,0.6953469535454269,0.22254330636919578,0.7328875407032646,0.24518475157256006
time159-time103-cond0,0.8385090209767995,0.47088297146927877,0.8477087045622114,0.4560313989986443,0.2240525341378387,0.08535218926837009,0.26230625091286197,0.09553138965100964
time145-time169-cond0,0.7090389278526615,0.4834853291980629,0.7374492860354528,0.48145664488999235,0.29944617057652956,0.08580825907126169,0.3901475593646524,0.099970269064305
time132-time124-cond1,0.868892113270227,0.6407022055574698,0.8814867831074623,0.6910486837538646,0.583042326911403,0.12562776481504914,0.6381707875425899,0.16074844357505066
time119-time159-cond0,0.8600473817348901,0.6482216311653062,0.8931508621762048,0.6699017121645972,0.35015903249948144,0.05794164186915062,0.3428342649467928,0.0738250207346938
time149-time127-cond0,0.6481503626100783,0.3590981512761522,0.7568332176527771,0.42503171315593624,0.15397402919210576,0.01314282871146252,0.17308432940625795,0.022639144340047858
time108-time134-cond1,0.8048725595314623,0.666138109416379,0.8153299629646326,0.7198307087927148,0.353902902117846,0.04465314095668276,0.3774552053846063,0.04515600199263831
time123-time149-cond0,0.9286868167491686,0.6939463637762799,0.929122816262109,0.7492409093776374,0.5673695366450408,0.14579849625476532,0.611144950473536,0.17191864804610574
time126-time108-cond1,0.7840719745768178,0.4918817450974701,0.809835249427397,0.536546668004518,0.041948921797152004,0.0,0.04288167549988792,0.0
time124-time132-cond1,0.8795314377246027,0.6367642592376317,0.9181720897432962,0.7096656829109659,0.5055793025045874,0.16190047618125183,0.5463878070854437,0.1786537457203073
time103-time101-cond0,0.7438840060935893,0.586603822312709,0.8084822884923069,0.5982738186579317,0.40341299306116524,0.1435423129408036,0.40366832077672754,0.1389223372405154
time121-time111-cond0,0.929820081886666,0.6435217625414322,0.947622134547322,0.6768722854283307,0.44279548726751844,0.06289805787318759,0.47690295731234983,0.06573744042023108
time143-time139-cond0,0.8787824468946677,0.6359282561867016,0.8841832337878864,0.6645381368426622,0.5695737926675306,0.16131216914317473,0.6026274710375126,0.19003586501913258
time141-time103-cond0,0.7999808860920414,0.4988151642114916,0.8615708032697478,0.6004789719735244,0.518269787085379,0.20000191808396203,0.5868318317441403,0.21510142206436417
time103-time163-cond0,0.7974717724074959,0.4051905180059827,0.6947870114183249,0.4166814299204495,0.36254853320629055,0.08246272454265814,0.36293263545966975,0.08395560546693943
time101-time159-cond0,0.8937482069845786,0.5343492710714544,0.9326495886316666,0.5651410879099665,0.32317743558126005,0.052474414287213826,0.377055148297359,0.06661546338210284
time119-time127-cond0,0.9116575217018545,0.6504672455817805,0.9484915549027693,0.694803457970361,0.5056594170039475,0.10198226421317759,0.5034681797237945,0.10358772385568178
time149-time159-cond0,0.7846141644507937,0.4755273823220923,0.7505142563508935,0.40409128379791764,0.2205837305222533,0.034902565604653754,0.2233115468409586,0.038118145104000786
time157-time109-cond0,0.8656976551480636,0.5514572086086339,0.8788164110127835,0.5941488096923634,0.4105074868567086,0.04427201787265631,0.41559448371987545,0.0518566966300094
time115-time169-cond0,0.9483200162390795,0.7863101348824352,0.9709583223712679,0.8069648808194259,0.6397952687796232,0.16349188734769882,0.7051919527394325,0.20101209019822763
time109-time103-cond0,0.8915097512307045,0.6510868501438438,0.9248188262156586,0.6715453839241455,0.4856653254876996,0.1576475561824895,0.49884597304510875,0.15709104897990137
time145-time117-cond0,0.6680974568038767,0.4955433494570856,0.7233996914176088,0.5122038098049199,0.35525401783201754,0.11151964506161617,0.42413031957010644,0.10991367831123061
time110-time128-cond1,0.8749722667110627,0.6624570396494917,0.9567000352453827,0.7565482810615799,0.374880662604883,0.08346901635955696,0.42405036026279336,0.09255479198167142
time169-time111-cond0,0.9085109036566725,0.6186240622707312,0.9500358691120098,0.7008178824190977,0.3839225187764501,0.08630785858241038,0.4373159775552588,0.09783893312827704
time167-time165-cond0,0.7378729182484755,0.6076963841195526,0.40244446551276425,0.5442860633992334,0.5159512241005998,0.06194956433154117,0.5568994714544553,0.08422275042890562
time135-time121-cond0,0.8555467760821168,0.660647441029388,0.8959846813813689,0.7254946724110811,0.6295239865943876,0.21982641939748299,0.723073049377285,0.24246696641767054
time132-time138-cond1,0.8446449182972542,0.5521743726735437,0.8240962448069515,0.5180012326063025,0.18230616418799545,0.010545906721793745,0.23609525410588267,0.023253407519796085
time119-time145-cond0,0.9365218709275582,0.7638425356605769,0.9663490853172583,0.8196639981894639,0.447384582438007,0.11799976608213673,0.4339413135729112,0.13280273545711566
time120-time126-cond1,0.626714588122975,0.3165898497292273,0.6650196651054016,0.32787734505861343,0.27583504108862483,0.020271427136914873,0.33464690482703413,0.019077925541005097
time125-time167-cond0,0.7606932512450988,0.23089201018336244,0.7767475136483235,0.2724387703647988,0.08912808791455336,0.023944513020199145,0.09070956386728718,0.023010641686577602
time135-time143-cond0,0.9258122447324693,0.6226362317985857,0.9117331783032896,0.6557667082979177,0.6476016603911475,0.3552766086189726,0.7031794083312882,0.37815908769717554
time125-time141-cond0,0.8893708638444285,0.38992338471481375,0.886465533041816,0.3632016883432663,0.11282617010550909,0.0,0.09592908227284973,0.0
time135-time165-cond0,0.6601155199067739,0.2388603432256838,0.7664541895973379,0.33164555877539403,0.4857338602234438,0.10241277622207554,0.5062920385384934,0.11302032649421347
time167-time121-cond0,0.8819894946787641,0.6919390647855285,0.9319034267657763,0.7628901331413007,0.6070645612791642,0.12933668683325142,0.670411263207779,0.14367732247359669
time119-time163-cond0,0.8667881012873702,0.6588305704477195,0.8401546885739285,0.6816954992230164,0.45386444830854206,0.04952141582121254,0.43640489932626625,0.05001291822783472
time159-time139-cond0,0.7995608383273851,0.4790645873326663,0.7780302205350056,0.447730239076833,0.24348205664670627,0.04831700691698592,0.2676390538498806,0.0499858858833739
time127-time119-cond0,0.8478921875285858,0.620185194983627,0.8193256117404116,0.6580428923826815,0.32958487728115976,0.054138154129520805,0.3748100164215915,0.06313565251899031
time139-time149-cond0,0.829860059217031,0.6189948406975051,0.8961667258061048,0.7097479017601706,0.49131400176116635,0.11611095215263138,0.5943304496629781,0.13541351813746533
time125-time123-cond0,0.745738908774381,0.36361255478908705,0.7582251067634969,0.3875224232029405,0.11439991786261498,0.0,0.10272109853326189,0.0
time167-time143-cond0,0.9592555668177978,0.7636027354601345,0.9655687830753942,0.793678481375448,0.5480970009789452,0.16030209134905035,0.623413210821902,0.18084345074706842
time102-time110-cond1,0.43301270189221935,0.0,0.6933752452815365,0.14285714285714285,0.0,0.0,0.0,0.0
time119-time101-cond0,0.8844675239159763,0.7473148614289667,0.905476036659142,0.7510430241061445,0.5156986720791541,0.13543502357667148,0.5100378066375927,0.14242592083106304
time109-time125-cond0,0.9177243249691259,0.6290710175249193,0.9003357555955276,0.6827843985343536,0.5339986254272868,0.19010781070057797,0.5375223402086216,0.20370139396781187
time141-time125-cond0,0.8086219441735052,0.538017176089758,0.7839330983163478,0.5922570898032748,0.44761326576848887,0.21259009629026204,0.5048362640730933,0.22858639362937516
time128-time138-cond1,0.7242998211458076,0.3429995693951034,0.7319096393430202,0.3489932691912332,0.12024449127293316,0.002428544020872135,0.14327918092685246,0.0023109422187897258
time103-time145-cond0,0.9219950989667683,0.5412436413585681,0.9340760711394558,0.5911035534520062,0.43293248204745416,0.050805732619069205,0.4218867812112609,0.059541313952808365
time163-time157-cond0,0.6036982606017008,0.3950165759029553,0.6864025490801687,0.4212419672262978,0.22037731203940833,0.01882308131052607,0.24232197014668236,0.017889116280878827
time111-time139-cond0,0.9051999958331306,0.7673678664212579,0.9279919370826225,0.8016401465596057,0.46516653700677874,0.11862244218710084,0.5194261398046022,0.13217934607499013
time103-time127-cond0,0.8766526552244869,0.3867263640301978,0.9062222094904672,0.44125182256372175,0.3888874037118142,0.14080747406845387,0.39132650138220665,0.13854457464026618
time163-time135-cond0,0.7071514203571476,0.38346601791529195,0.6995641479585635,0.4026214932269779,0.2721354495453818,0.10194220420131898,0.28742262326314366,0.10298775489591361
time159-time125-cond0,0.7760745235703513,0.5167417737055129,0.7554806338631669,0.556362938512851,0.3151735149744031,0.07767758748132864,0.3564761074241989,0.09549129198581235
time122-time126-cond1,0.8406015384358567,0.6747027573013353,0.8841758894897476,0.7383195477302024,0.4398768759737171,0.04899977375379196,0.47462089266312324,0.05751123033620871
time132-time102-cond1,0.8142580612901363,0.30902534829450184,0.8084524404656621,0.3581913626574521,0.15499726699859395,0.004792650259369709,0.18296339703096093,0.004652421051992354
time149-time101-cond0,0.7273389823780411,0.4842091852601991,0.7461274981683945,0.4689738022631482,0.16290772639578005,0.017121555803733035,0.17938488745672052,0.0213394512390762
time127-time167-cond0,0.9165310074059813,0.5356233878633513,0.9167575157821319,0.6143527443569831,0.36549167922823755,0.08375377685097428,0.48669336282786874,0.10985742358571832
time169-time149-cond0,0.913107764395117,0.6963186248240696,0.9456652849356767,0.7733046140544124,0.38953781637020307,0.1036188502713088,0.4650783774159676,0.12772345001512073
time117-time169-cond0,0.947456123920808,0.5832768968985713,0.9590079214528242,0.6617534435790127,0.5289354731032515,0.17811376120498293,0.5755599108608254,0.19702219002741267
time109-time139-cond0,0.8656727750779837,0.6110794154498302,0.8926259640618707,0.641845999069395,0.47992039773144585,0.16694235301396423,0.5075044051573553,0.17142735824165517
time157-time133-cond0,0.3519662128652696,0.07133763750064216,0.3755261050788185,0.047637054444277724,0.38711732716791225,0.10481673094120897,0.3881288774281093,0.1040267021986087
time149-time163-cond0,0.632669125912043,0.46061404512321696,0.6301423452112643,0.4763035834128992,0.2514119138321725,0.03814849284671832,0.2653552038834958,0.04519461462928257
time123-time111-cond0,0.9102546419044354,0.6925818721495127,0.9256746643128347,0.733909900722062,0.49844580941270006,0.15967655253587906,0.526588761208104,0.16546575893192336
time104-time122-cond1,0.848821898255723,0.4741072203844384,0.9150234178114925,0.5754650789924172,0.30664037068574473,0.04435997013804471,0.36935029036151323,0.08480095137224525
time133-time135-cond0,0.3922322702763681,0.0,0.8451542547285166,0.0,0.0,0.0,0.0,0.0
time101-time163-cond0,0.8802728301242913,0.5559086744620112,0.9144485694620503,0.579421890502643,0.44768719348052505,0.14664944769638738,0.4556033906458626,0.14477997206132318
time128-time124-cond1,0.677829171992861,0.2897624118623773,0.6917934679693516,0.33282491546537996,0.11286006584724481,0.010718815507707303,0.11821462205073721,0.010183690132946831
time103-time159-cond0,0.7551686758911463,0.5257495788285771,0.822901464748084,0.5484021790848365,0.33462489473185575,0.03829353877635617,0.33567549436120414,0.04646836581065923
time141-time139-cond0,0.745060795370501,0.5284741723467812,0.8007351592600115,0.5254196221316707,0.33553869555899773,0.06427898274702201,0.4013000275973749,0.07020267696686512
time143-time103-cond0,0.8639249613133371,0.695695902147973,0.8753089133287337,0.7208110705608182,0.5850860220657368,0.17506051263836592,0.626662002768568,0.20157529638904018
time121-time149-cond0,0.9467411032754945,0.6382815742941357,0.9543682489368318,0.6999197304274987,0.43094174679630526,0.09177687081114369,0.4514611634243375,0.1038578668152729
time133-time157-cond0,0.5547001962252291,0.0,0.5547001962252291,0.0,0.0,0.0,0.0,0.0
time124-time108-cond1,0.8697434527661616,0.7143607639082022,0.9163726796854719,0.8049626217087071,0.4638511078040998,0.09686798216049612,0.5350725813364811,0.1108611064429896
time111-time125-cond0,0.9302172404237123,0.747863426675795,0.9359466848882777,0.7965811335241754,0.4192840093554864,0.06379970920395112,0.5045264934226021,0.07310201696453023
time126-time132-cond1,0.6388761543711708,0.4075413771620342,0.7242298509333045,0.39113416980927457,0.11205567963062402,0.0,0.10335772070911217,0.0
time143-time133-cond0,0.816085454727981,0.24756474949140925,0.8489995496838276,0.2555829971024657,0.09909967659353382,0.0,0.09630143876340647,0.0
time141-time109-cond0,0.792707188820826,0.4721438998634128,0.8365604470858715,0.5598325588764503,0.38519132658695476,0.12575892698776334,0.4826502109132172,0.1595535141794176
time103-time169-cond0,0.8370590607934001,0.5527739266994622,0.8637562087159026,0.5566181182035144,0.441001643682716,0.13511183129371118,0.4453343006715343,0.13922027694024233
time123-time121-cond0,0.9187980033731845,0.738805430792551,0.9254460147063878,0.7618158404994368,0.6046566633018291,0.20852677440214162,0.6470076985559351,0.22673896307842192
time111-time115-cond0,0.8792941069981683,0.6952151532137709,0.9298201598265332,0.7223137832802338,0.43088980043008135,0.11294799881093096,0.49593367972774427,0.12574103660491073
