condition_info,time,syntax_penn_tok1,syntax_penn_tok2,syntax_penn_tok3,syntax_penn_lem1,syntax_penn_lem2,syntax_penn_lem3,lexical_tok1,lexical_tok2,lexical_tok3,lexical_lem1,lexical_lem2,lexical_lem3,cosine_semanticL,partner_direction,utterance_length1,utterance_length2,condition,age
127.cha.conv.txt,1,0.3535533905932738,0.0,0.0,0.125,0.0,0.0,0.19518001458970666,0.0,0.0,0.19518001458970666,0.0,0.0,0.498563851959799,CHI:>MOT:,13,5,TYP,37
127.cha.conv.txt,2,0.14285714285714285,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.34519688614036104,MOT:>CHI:,5,5,TYP,37
127.cha.conv.txt,3,0.0,0.0,0.0,0.0,0.0,0.0,0.808290376865476,0.7216878364870323,0.5773502691896257,0.808290376865476,0.7216878364870323,0.5773502691896257,0.7025592295720582,CHI:>MOT:,5,9,TYP,37
127.cha.conv.txt,4,0.6324555320336759,0.2886751345948129,0.0,0.6324555320336759,0.2886751345948129,0.0,0.7745966692414833,0.5892556509887896,0.4472135954999579,0.7745966692414833,0.5892556509887896,0.4472135954999579,0.6361827192088791,MOT:>CHI:,9,7,TYP,37
127.cha.conv.txt,5,0.0,0.0,0.0,0.0,0.0,0.0,0.5039526306789696,0.33333333333333337,0.19999999999999996,0.629940788348712,0.33333333333333337,0.19999999999999996,0.6176475322084066,CHI:>MOT:,7,7,TYP,37
127.cha.conv.txt,6,0.3779644730092272,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3026683395487406,MOT:>CHI:,7,2,TYP,37
127.cha.conv.txt,7,0.0,0.0,0.0,0.0,0.0,0.0,0.36514837167011066,0.0,0.0,0.36514837167011066,0.0,0.0,0.7769825842545061,CHI:>MOT:,2,11,TYP,37
127.cha.conv.txt,8,0.3563483225498992,0.0,0.0,0.5345224838248488,0.11785113019775793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37303209729837294,MOT:>CHI:,11,7,TYP,37
127.cha.conv.txt,9,0.485071250072666,0.14433756729740646,0.0,0.5669467095138409,0.14433756729740646,0.0,0.0,0.0,0.0,0.1259881576697424,0.0,0.0,0.5325922519518054,CHI:>MOT:,7,9,TYP,37
127.cha.conv.txt,10,0.280056016805602,0.0,0.0,0.29814239699997197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4653750182611174,MOT:>CHI:,9,6,TYP,37
127.cha.conv.txt,11,0.5773502691896258,0.0,0.0,0.5773502691896258,0.0,0.0,0.6123724356957946,0.5163977794943222,0.35355339059327373,0.6123724356957946,0.5163977794943222,0.35355339059327373,0.759318443763839,CHI:>MOT:,6,4,TYP,37
127.cha.conv.txt,12,0.17407765595569785,0.0,0.0,0.0700140042014005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45761664216882625,MOT:>CHI:,4,13,TYP,37
127.cha.conv.txt,13,0.46056618647183833,0.08770580193070293,0.09805806756909201,0.3689323936863109,0.07453559924999299,0.09805806756909201,0.36514837167011077,0.35007002100700246,0.30151134457776363,0.3464101615137754,0.35007002100700246,0.30151134457776363,0.755162182555626,CHI:>MOT:,13,18,TYP,37
127.cha.conv.txt,14,0.17149858514250882,0.0,0.0,0.17407765595569785,0.16222142113076252,0.0,0.2721655269759087,0.0,0.0,0.3872983346207417,0.0,0.0,0.15067348861823315,MOT:>CHI:,18,3,TYP,37
127.cha.conv.txt,15,0.0,0.0,0.0,0.0,0.0,0.0,0.420084025208403,0.1889822365046136,0.0,0.5039526306789697,0.1889822365046136,0.0,0.26111118695680013,CHI:>MOT:,3,15,TYP,37
127.cha.conv.txt,16,0.5962847939999439,0.0,0.0,0.3627381250550058,0.0,0.0,0.0,0.0,0.0,0.06900655593423542,0.0,0.0,0.4698681178062829,MOT:>CHI:,15,8,TYP,37
127.cha.conv.txt,17,0.32071349029490925,0.0,0.0,0.5692099788303082,0.0,0.0,0.07453559924999299,0.0,0.0,0.07453559924999299,0.0,0.0,0.37821440378785454,CHI:>MOT:,8,16,TYP,37
127.cha.conv.txt,18,0.5,0.35634832254989923,0.23904572186687872,0.545544725589981,0.19802950859533489,0.0,0.15713484026367722,0.0,0.0,0.15713484026367722,0.0,0.0,0.6754041316092073,MOT:>CHI:,16,7,TYP,37
127.cha.conv.txt,19,0.5051814855409226,0.41403933560541256,0.19069251784911842,0.3810003810005715,0.21320071635561047,0.0,0.18257418583505539,0.0,0.0,0.18257418583505539,0.0,0.0,0.666827180853563,CHI:>MOT:,7,24,TYP,37
127.cha.conv.txt,20,0.43396303660274627,0.05976143046671968,0.0,0.6086976429335178,0.06154574548966636,0.0,0.06085806194501846,0.0,0.0,0.06085806194501846,0.0,0.0,0.3784857818184033,MOT:>CHI:,24,7,TYP,37
127.cha.conv.txt,21,0.0,0.17407765595569785,0.2886751345948129,0.0,0.12403473458920847,0.12403473458920847,0.4,0.3273268353539886,0.12403473458920847,0.4,0.3273268353539886,0.12403473458920847,0.8224027574968829,CHI:>MOT:,7,15,TYP,37
127.cha.conv.txt,22,0.3903600291794133,0.0,0.0,0.3903600291794133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18664844103646472,MOT:>CHI:,15,3,TYP,37
127.cha.conv.txt,23,0.0,0.0,0.0,0.0,0.0,0.0,0.3216337604513385,0.2886751345948129,0.22941573387056174,0.3216337604513385,0.2886751345948129,0.22941573387056174,0.4899603643895203,CHI:>MOT:,3,19,TYP,37
127.cha.conv.txt,24,0.10050378152592121,0.0,0.0,0.18490006540840973,0.1507556722888818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MOT:>CHI:,19,3,TYP,37
127.cha.conv.txt,25,0.31277162108561213,0.0,0.0,0.31980107453341566,0.12309149097933272,0.0,0.10050378152592121,0.0,0.0,0.10050378152592121,0.0,0.0,,CHI:>MOT:,3,23,TYP,37
127.cha.conv.txt,26,0.5895063447465633,0.09376144618769908,0.06019292654288461,0.49892218025118684,0.08989331499509895,0.0,0.04103049699311091,0.0,0.0,0.12309149097933274,0.0,0.0,0.575062217542458,MOT:>CHI:,23,14,TYP,37
127.cha.conv.txt,27,0.4989701327891659,0.13678822577626598,0.0,0.4274158880319853,0.12734290799340267,0.0,0.08084520834544433,0.05337605126836238,0.0,0.08084520834544433,0.05337605126836238,0.0,0.6947643741278559,CHI:>MOT:,14,28,TYP,37
127.cha.conv.txt,28,0.4166666666666667,0.1643989873053573,0.0,0.4166666666666667,0.1643989873053573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4876493937051879,MOT:>CHI:,28,2,TYP,37
127.cha.conv.txt,29,0.4999999999999999,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.8498644946125139,CHI:>MOT:,2,2,TYP,37
127.cha.conv.txt,30,0.35355339059327373,0.0,0.0,0.35355339059327373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3358403193143725,MOT:>CHI:,2,4,TYP,37
127.cha.conv.txt,31,0.11322770341445959,0.0,0.0,0.24618298195866545,0.0,0.0,0.33541019662496846,0.0,0.0,0.33541019662496846,0.0,0.0,0.7933628317059966,CHI:>MOT:,4,16,TYP,37
127.cha.conv.txt,32,0.36689969285267143,0.11145564251507058,0.0,0.4626519455729923,0.12126781251816648,0.0,0.09128709291752768,0.0,0.0,0.21926450482675733,0.0,0.0,0.39621806630289236,MOT:>CHI:,16,14,TYP,37
127.cha.conv.txt,33,0.0,0.0,0.0,0.0,0.0,0.0,0.20412414523193154,0.0,0.0,0.19611613513818404,0.0,0.0,0.216581318145477,CHI:>MOT:,14,4,TYP,37
127.cha.conv.txt,34,0.16064386578049977,0.0,0.0,0.15811388300841897,0.0,0.0,0.11470786693528087,0.0,0.0,0.11470786693528087,0.0,0.0,0.4111296452147828,MOT:>CHI:,4,13,TYP,37
127.cha.conv.txt,35,0.062499999999999986,0.0,0.0,0.1846372364689991,0.0,0.0,0.0936585811581694,0.0,0.0,0.0936585811581694,0.0,0.0,0.4437696758440115,CHI:>MOT:,13,6,TYP,37
127.cha.conv.txt,36,0.40089186286863654,0.0,0.0,0.5345224838248487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2054800117860487,MOT:>CHI:,6,5,TYP,37
127.cha.conv.txt,37,0.545544725589981,0.0,0.0,0.6546536707079772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5354544963507728,CHI:>MOT:,5,8,TYP,37
127.cha.conv.txt,38,0.40824829046386296,0.0,0.0,0.45643546458763845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5638000662229029,MOT:>CHI:,8,8,TYP,37
127.cha.conv.txt,39,0.40824829046386296,0.0,0.0,0.18257418583505536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CHI:>MOT:,8,3,TYP,37
127.cha.conv.txt,40,0.7715167498104595,0.0,0.0,0.39391929857916763,0.0,0.0,0.14907119849998599,0.0,0.0,0.14907119849998599,0.0,0.0,,MOT:>CHI:,3,13,TYP,37
127.cha.conv.txt,41,0.29488391230979427,0.20412414523193148,0.0,0.508000508000762,0.20412414523193148,0.0,0.29814239699997197,0.0,0.0,0.29814239699997197,0.0,0.0,0.5266714207944799,CHI:>MOT:,13,3,TYP,37
127.cha.conv.txt,42,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.2581988897471611,0.0,0.0,0.2581988897471611,0.0,0.0,0.4308825430879011,MOT:>CHI:,3,5,TYP,37
127.cha.conv.txt,43,0.24174688920761409,0.0,0.0,0.38138503569823684,0.0,0.0,0.11952286093343936,0.0,0.0,0.11952286093343936,0.0,0.0,0.5595807630741942,CHI:>MOT:,5,14,TYP,37
127.cha.conv.txt,44,0.26111648393354675,0.0,0.0,0.21320071635561041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4629603681350971,MOT:>CHI:,14,4,TYP,37
127.cha.conv.txt,45,0.46896830540843937,0.08247860988423225,0.0,0.33995005182504245,0.0,0.0,0.105999788000636,0.08006407690254358,0.0,0.105999788000636,0.08006407690254358,0.0,0.39827436554366424,CHI:>MOT:,4,43,TYP,37
127.cha.conv.txt,46,0.3247849012308155,0.058321184351980436,0.0,0.4283930429534732,0.05716619504750295,0.0,0.20566979869162433,0.16012815380508716,0.05083285677753489,0.20566979869162433,0.16012815380508716,0.05083285677753489,0.6147416989700175,MOT:>CHI:,43,9,TYP,37
127.cha.conv.txt,47,0.31622776601683794,0.2886751345948129,0.0,0.31622776601683794,0.2886751345948129,0.0,0.420084025208403,0.0,0.0,0.420084025208403,0.0,0.0,0.3718204395241841,CHI:>MOT:,9,3,TYP,37
127.cha.conv.txt,48,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.6666666666666667,0.0,0.0,0.3031872112983235,MOT:>CHI:,3,3,TYP,37
127.cha.conv.txt,49,0.45291081365783836,0.0,0.0,0.45291081365783836,0.0,0.0,0.13608276348795434,0.0,0.0,0.13608276348795434,0.0,0.0,0.4039075606720459,CHI:>MOT:,3,14,TYP,37
127.cha.conv.txt,50,0.5547001962252291,0.0,0.0,0.5547001962252291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3643487851893248,MOT:>CHI:,14,2,TYP,37
127.cha.conv.txt,51,0.40824829046386296,0.0,0.0,0.40824829046386296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248684431328551,CHI:>MOT:,2,3,TYP,37
127.cha.conv.txt,52,0.0,0.0,0.0,0.0,0.0,0.0,0.2886751345948129,0.0,0.0,0.2886751345948129,0.0,0.0,0.5213866595961438,MOT:>CHI:,3,4,TYP,37
127.cha.conv.txt,53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,0.9999999999999998,1.0,1.0000000000000002,0.9999999999999998,1.0,CHI:>MOT:,4,4,TYP,37
127.cha.conv.txt,54,0.32025630761017426,0.0,0.0,0.6556100681071859,0.0,0.0,0.0,0.0,0.0,0.09805806756909202,0.0,0.0,0.5854724527283441,MOT:>CHI:,4,18,TYP,37
127.cha.conv.txt,55,0.5573704017131537,0.08240856434303293,0.0,0.6519202405202649,0.19596545041740515,0.051708768999501914,0.20801257358446093,0.0,0.0,0.20801257358446093,0.0,0.0,0.7004050638033092,CHI:>MOT:,18,20,TYP,37
127.cha.conv.txt,56,0.7372097807744856,0.3077935056255462,0.12126781251816648,0.667124384994991,0.29277002188455997,0.12126781251816648,0.0,0.0,0.0,0.14433756729740646,0.0,0.0,0.6331362863178837,MOT:>CHI:,20,6,TYP,37
127.cha.conv.txt,57,0.15811388300841897,0.0,0.0,0.15811388300841897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3540965164242469,CHI:>MOT:,6,5,TYP,37
132.cha.conv.txt,0,0.5753964555687504,0.0,0.0,0.5533985905294664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26764127468913024,MOT:>CHI:,32,2,ASD,75
132.cha.conv.txt,1,0.40824829046386296,0.0,0.0,0.5144957554275265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22465763556913265,CHI:>MOT:,2,11,ASD,75
132.cha.conv.txt,2,0.5,0.0,0.0,0.4472135954999579,0.0,0.0,0.6902684899626333,0.5773502691896257,0.4714045207910316,0.6902684899626333,0.5773502691896257,0.4714045207910316,0.8997898866653509,MOT:>CHI:,11,10,ASD,75
132.cha.conv.txt,3,0.18731716231633877,0.06984302957695782,0.06622661785325219,0.0,0.10690449676496974,0.0576390417704235,0.5865557254410011,0.20333142711013957,0.11180339887498948,0.6069327367499429,0.20333142711013957,0.11180339887498948,0.8195612475658806,CHI:>MOT:,10,42,ASD,75
132.cha.conv.txt,4,0.4472135954999579,0.2917299829957891,0.0,0.30460384954008574,0.2672612419124244,0.0,0.07715167498104596,0.0,0.0,0.07142857142857142,0.0,0.0,0.4395781939771397,MOT:>CHI:,42,2,ASD,75
132.cha.conv.txt,5,0.753778361444409,0.0,0.0,0.6859943405700353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246041761204028,CHI:>MOT:,2,12,ASD,75
132.cha.conv.txt,6,0.7378647873726218,0.0,0.0,0.7905694150420948,0.0,0.0,0.24019223070763074,0.0,0.0,0.3450327796711771,0.08703882797784893,0.0,0.6383645629354019,MOT:>CHI:,12,13,ASD,75
132.cha.conv.txt,7,0.0,0.2672612419124244,0.0,0.0,0.2672612419124244,0.0,0.39223227027636803,0.0,0.0,0.36514837167011066,0.0,0.0,0.6795045558706235,CHI:>MOT:,13,2,ASD,75
132.cha.conv.txt,8,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,1.0,0.0,0.9999999999999998,1.0,0.0,1.0,MOT:>CHI:,2,2,ASD,75
132.cha.conv.txt,9,0.5892556509887895,0.4364357804719848,0.0,0.6154574548966636,0.41702882811414954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23570133030477936,CHI:>MOT:,2,20,ASD,75
132.cha.conv.txt,10,0.2222222222222222,0.0,0.0,0.3481553119113957,0.0,0.0,0.1543033499620919,0.0,0.0,0.14824986333222023,0.0,0.0,0.5507947447072962,MOT:>CHI:,20,7,ASD,75
132.cha.conv.txt,11,0.37685379040514244,0.16169041669088868,0.0,0.35210141981546395,0.1449047112004437,0.0,0.16386838133611553,0.0,0.0,0.19235116909125044,0.0,0.0,0.7217428030747481,CHI:>MOT:,7,71,ASD,75
132.cha.conv.txt,12,0.0,0.0,0.0,0.0,0.0,0.0,0.30656966974248284,0.22086305214969307,0.0,0.2998800719520336,0.2182178902359924,0.0,,MOT:>CHI:,71,2,ASD,75
132.cha.conv.txt,13,0.3991140631426435,0.0,0.0,0.27116307227332015,0.0,0.0,0.05892556509887895,0.0,0.0,0.05698028822981897,0.0,0.0,,CHI:>MOT:,2,54,ASD,75
132.cha.conv.txt,14,0.22430886163681774,0.0,0.0,0.09157370929912602,0.0,0.0,0.041666666666666664,0.0,0.0,0.040291148201269014,0.0,0.0,0.45301628943305283,MOT:>CHI:,54,4,ASD,75
132.cha.conv.txt,15,0.33541019662496846,0.0,0.0,0.23570226039551587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49272934018135506,CHI:>MOT:,4,13,ASD,75
132.cha.conv.txt,16,0.33541019662496846,0.0,0.0,0.560112033611204,0.15430334996209194,0.0,0.0,0.0,0.0,0.12909944487358055,0.0,0.0,0.20713488359375443,MOT:>CHI:,13,4,ASD,75
132.cha.conv.txt,17,0.0,0.0,0.0,0.31622776601683794,0.2886751345948129,0.2886751345948129,0.4743416490252569,0.2182178902359924,0.0,0.4743416490252569,0.2182178902359924,0.0,0.2819609126596919,CHI:>MOT:,4,8,ASD,75
132.cha.conv.txt,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1019174254237335,MOT:>CHI:,8,2,ASD,75
132.cha.conv.txt,19,0.0,0.0,0.0,0.0,0.0,0.0,0.1889822365046136,0.0,0.0,0.17677669529663687,0.0,0.0,0.5271630488463122,CHI:>MOT:,2,14,ASD,75
132.cha.conv.txt,20,0.426014322842305,0.1432229748078866,0.0,0.48566186425718266,0.1333333333333333,0.0,0.2004459314343183,0.0,0.0,0.25,0.0,0.0,0.5733154930619309,MOT:>CHI:,14,14,ASD,75
132.cha.conv.txt,21,0.34236839400873037,0.06262242910851494,0.0,0.42874646285627205,0.21483446221182986,0.08333333333333334,0.1875,0.0,0.0,0.1875,0.0,0.0,0.7902717813954264,CHI:>MOT:,14,14,ASD,75
132.cha.conv.txt,22,0.07018624063435965,0.0,0.0,0.26111648393354675,0.0,0.0,0.0,0.0,0.0,0.11180339887498948,0.0,0.0,0.46312789144647004,MOT:>CHI:,14,5,ASD,75
132.cha.conv.txt,23,0.5749889084999459,0.0,0.0,0.5865884600854132,0.0,0.0,0.07669649888473704,0.0,0.0,0.14142135623730948,0.0,0.0,0.520795346379915,CHI:>MOT:,5,22,ASD,75
132.cha.conv.txt,24,0.6708203932499369,0.3592106040535498,0.12309149097933272,0.6815542010964778,0.3849001794597505,0.12909944487358055,0.15339299776947407,0.0,0.0,0.14142135623730948,0.0,0.0,0.34126597726177854,MOT:>CHI:,22,5,ASD,75
132.cha.conv.txt,25,0.24253562503633297,0.0,0.0,0.4472135954999579,0.19245008972987526,0.21320071635561041,0.2581988897471611,0.2785430072655778,0.24618298195866545,0.23904572186687872,0.2785430072655778,0.24618298195866545,0.8095143491936116,CHI:>MOT:,5,24,ASD,75
132.cha.conv.txt,26,0.6871645523098667,0.2771326538627136,0.0,0.7698590304914714,0.29250896965085227,0.056613851707229795,0.25197631533948484,0.0,0.0,0.23328473740792174,0.0,0.0,0.4266733017359443,MOT:>CHI:,24,15,ASD,75
132.cha.conv.txt,27,0.06359630007488934,0.0,0.0,0.25197631533948484,0.0,0.0,0.0,0.0,0.0,0.036369648372665396,0.0,0.0,0.4373039469625848,CHI:>MOT:,15,16,ASD,75
132.cha.conv.txt,28,0.0890870806374748,0.10206207261596577,0.0,0.17541160386140586,0.09622504486493764,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.0,0.5455184221418623,MOT:>CHI:,16,7,ASD,75
132.cha.conv.txt,29,0.35355339059327373,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,,CHI:>MOT:,7,4,ASD,75
132.cha.conv.txt,30,0.0,0.14907119849998599,0.0,0.5345224838248488,0.0,0.0,0.22360679774997896,0.0,0.0,0.22360679774997896,0.0,0.0,,MOT:>CHI:,4,14,ASD,75
132.cha.conv.txt,31,0.5070925528371099,0.2581988897471611,0.07453559924999299,0.39605901719066977,0.06085806194501846,0.0,0.3796283011826483,0.0,0.0,0.4338609156373123,0.0,0.0,0.7495271525648814,CHI:>MOT:,14,17,ASD,75
132.cha.conv.txt,32,0.5241424183609592,0.0,0.0,0.5241424183609592,0.0,0.0,0.3540052161969216,0.125,0.0,0.3540052161969216,0.125,0.0,0.7843882111923056,MOT:>CHI:,17,15,ASD,75
132.cha.conv.txt,33,0.0,0.0,0.0,0.2886751345948129,0.0,0.0,0.5212860351426869,0.2886751345948129,0.0,0.5212860351426869,0.2886751345948129,0.0,0.7877293422265736,CHI:>MOT:,15,4,ASD,75
