,time,syntax_penn_tok1,syntax_penn_tok2,syntax_penn_lem1,syntax_penn_lem2,lexical_tok1,lexical_tok2,lexical_lem1,lexical_lem2,cosine_semanticL,partner_direction,utterance_length1,utterance_length2,condition_info,condition
49,49,0.31622776601683794,0.22360679774997896,0.40089186286863654,0.22360679774997896,0.0,0.0,0.0,0.0,0.6468743844913953,CHI:>INV:,5,6,077EG.cha.conv.txt,TD
50,50,0.26726124191242434,0.0,0.13363062095621217,0.0,0.0,0.0,0.0,0.0,0.4795855591075435,INV:>CHI:,6,7,077EG.cha.conv.txt,TD
51,51,0.4472135954999579,0.0,0.3202563076101743,0.14142135623730948,0.48349377841522817,0.2461829819586655,0.48349377841522817,0.2461829819586655,0.6551611717672059,CHI:>INV:,7,12,077EG.cha.conv.txt,TD
52,52,0.41602514716892186,0.0,0.41602514716892186,0.14142135623730948,0.44543540318737396,0.12309149097933275,0.44543540318737396,0.12309149097933275,0.6169788942207787,INV:>CHI:,12,7,077EG.cha.conv.txt,TD
53,53,0.625,0.0,0.47140452079103173,0.0,0.3689323936863109,0.1516196087157807,0.31622776601683794,0.07580980435789035,0.6322400657674675,CHI:>INV:,7,28,077EG.cha.conv.txt,TD
54,54,0.5855400437691199,0.23354968324845687,0.6086976429335178,0.3779644730092272,0.32274861218395146,0.0,0.32274861218395146,0.0,0.40529969926797116,INV:>CHI:,28,6,077EG.cha.conv.txt,TD
55,55,0.5962847939999439,0.0,0.8660254037844388,0.47809144373375745,0.4216370213557839,0.12909944487358055,0.4216370213557839,0.12909944487358055,0.7098428086692681,CHI:>INV:,6,13,077EG.cha.conv.txt,TD
56,56,0.7745966692414834,0.0,0.7442084075352507,0.0,0.0,0.0,0.0,0.0,0.4662730993279871,INV:>CHI:,13,4,077EG.cha.conv.txt,TD
57,57,0.0,0.0,0.0,0.0,0.5773502691896258,0.5222329678670935,0.5773502691896258,0.5222329678670935,0.7608410265711082,CHI:>INV:,4,12,077EG.cha.conv.txt,TD
58,58,0.10369516947304255,0.17407765595569785,0.12909944487358055,0.3481553119113957,0.14433756729740646,0.0,0.2886751345948129,0.0,0.5151971086879279,INV:>CHI:,12,4,077EG.cha.conv.txt,TD
59,59,0.0,0.0,0.0,0.0,0.6454972243679028,0.5000000000000001,0.7276068751089989,0.5000000000000001,0.8298031205694556,CHI:>INV:,4,13,077EG.cha.conv.txt,TD
60,60,0.5477225575051661,0.1091089451179962,0.6614378277661476,0.20412414523193154,0.0975900072948533,0.0,0.18333969940564224,0.0,0.40541611500542496,INV:>CHI:,13,7,077EG.cha.conv.txt,TD
61,61,0.7378647873726218,0.20459830184114206,0.7637626158259734,0.1363988678940947,0.27565892320998564,0.14907119849998599,0.27565892320998564,0.14907119849998599,0.6002071953316583,CHI:>INV:,7,29,077EG.cha.conv.txt,TD
62,62,0.48507125007266594,0.07537783614444091,0.48507125007266594,0.14744195615489714,0.13046561461068845,0.0,0.13046561461068845,0.0,0.49337751131994034,INV:>CHI:,29,5,077EG.cha.conv.txt,TD
63,63,0.28603877677367767,0.0,0.24174688920761409,0.0,0.0,0.0,0.0,0.0,0.5418791227025861,CHI:>INV:,5,14,077EG.cha.conv.txt,TD
64,64,0.4923659639173309,0.0,0.6154574548966636,0.0,0.0,0.0,0.0,0.0,0.45084339365781734,INV:>CHI:,14,3,077EG.cha.conv.txt,TD
65,65,0.6882472016116852,0.0,0.7276068751089989,0.0,0.4803844614152615,0.40824829046386296,0.4803844614152615,0.40824829046386296,0.5997884222817339,CHI:>INV:,3,13,077EG.cha.conv.txt,TD
66,66,0.4588314677411235,0.30151134457776363,0.24253562503633297,0.0,0.3202563076101743,0.20412414523193148,0.3202563076101743,0.20412414523193148,0.4943862458209314,INV:>CHI:,13,3,077EG.cha.conv.txt,TD
67,67,0.0,0.0,0.0,0.0,0.23570226039551587,0.0,0.23570226039551587,0.0,0.38740352341340056,CHI:>INV:,3,6,077EG.cha.conv.txt,TD
68,68,0.20412414523193154,0.0,0.2581988897471611,0.22360679774997896,0.0,0.0,0.280056016805602,0.0,0.43380585784998615,INV:>CHI:,6,10,077EG.cha.conv.txt,TD
69,69,0.0,0.0,0.0,0.0,0.47565149415449404,0.3333333333333333,0.6199304198780666,0.3333333333333333,0.7637288523865521,CHI:>INV:,10,13,077EG.cha.conv.txt,TD
70,70,0.533113989983183,0.0,0.2916059217599022,0.25928148942086576,0.24019223070763074,0.0,0.372677996249965,0.0,0.5013203407200482,INV:>CHI:,13,10,077EG.cha.conv.txt,TD
71,71,0.1643989873053573,0.0,0.16222142113076254,0.18490006540840973,0.5416666666666667,0.3592106040535498,0.6123724356957946,0.3592106040535498,0.6792941910013442,CHI:>INV:,10,30,077EG.cha.conv.txt,TD
72,72,0.5091750772173156,0.16012815380508713,0.48304589153964794,0.14002800840280097,0.2581988897471611,0.0,0.3162277660168379,0.0,0.4671228328809205,INV:>CHI:,30,5,077EG.cha.conv.txt,TD
73,73,0.5773502691896257,0.125,0.33541019662496846,0.0,0.0,0.0,0.09759000729485333,0.0,0.5098585136522563,CHI:>INV:,5,15,077EG.cha.conv.txt,TD
74,74,0.5773502691896257,0.125,0.33541019662496846,0.0,0.0,0.0,0.09759000729485333,0.0,0.5098585136522563,INV:>CHI:,15,5,077EG.cha.conv.txt,TD
75,75,0.14142135623730948,0.0,0.23904572186687872,0.0,0.0,0.0,0.0,0.0,0.6299887044928036,CHI:>INV:,5,8,077EG.cha.conv.txt,TD
76,76,0.14142135623730948,0.0,0.23904572186687872,0.0,0.0,0.0,0.0,0.0,0.6299887044928036,INV:>CHI:,8,5,077EG.cha.conv.txt,TD
77,77,0.4662524041201569,0.14433756729740646,0.5039526306789697,0.14433756729740646,0.0,0.0,0.24806946917841693,0.0,0.6945614144788246,CHI:>INV:,5,13,077EG.cha.conv.txt,TD
78,78,0.5107539184552492,0.12909944487358055,0.545544725589981,0.12909944487358055,0.0,0.0,0.22645540682891918,0.0,0.7453318803377802,INV:>CHI:,13,6,077EG.cha.conv.txt,TD
79,79,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.16666666666666669,0.0,0.511785692117232,CHI:>INV:,6,6,077EG.cha.conv.txt,TD
80,80,0.5163977794943222,0.5163977794943222,0.5163977794943222,0.5163977794943222,0.20412414523193154,0.0,0.20412414523193154,0.0,0.41114114890283815,INV:>CHI:,6,4,077EG.cha.conv.txt,TD
81,81,0.0,0.0,0.0,0.0,0.6454972243679028,0.5000000000000001,0.6454972243679028,0.5000000000000001,0.721034059138906,CHI:>INV:,4,13,077EG.cha.conv.txt,TD
82,82,0.5773502691896258,0.33541019662496846,0.43301270189221935,0.11180339887498948,0.27386127875258304,0.0,0.27386127875258304,0.0,0.4508238976850769,INV:>CHI:,13,6,077EG.cha.conv.txt,TD
83,83,0.5661385170722978,0.0944911182523068,0.6396021490668313,0.08838834764831843,0.16366341767699427,0.08606629658238703,0.21320071635561041,0.08606629658238703,0.47904323095661416,CHI:>INV:,6,26,077EG.cha.conv.txt,TD
84,84,0.32025630761017426,0.13363062095621217,0.0,0.0,0.23145502494313785,0.1111111111111111,0.30151134457776363,0.1111111111111111,0.5866729422185272,INV:>CHI:,26,4,077EG.cha.conv.txt,TD
85,85,0.0,0.0,0.0,0.0,0.5163977794943222,0.46291004988627577,0.5163977794943222,0.46291004988627577,0.6122438240195399,CHI:>INV:,4,15,077EG.cha.conv.txt,TD
86,86,0.1543033499620919,0.19611613513818402,0.1543033499620919,0.19611613513818402,0.2581988897471611,0.15430334996209194,0.2581988897471611,0.15430334996209194,0.6366932604318207,INV:>CHI:,15,4,077EG.cha.conv.txt,TD
87,87,0.0,0.0,0.0,0.0,0.6681531047810609,0.5222329678670935,0.6681531047810609,0.5222329678670935,0.8202820139594101,CHI:>INV:,4,12,077EG.cha.conv.txt,TD
88,88,0.447213595499958,0.0,0.6123724356957945,0.588348405414552,0.0,0.0,0.3086066999241839,0.0,0.5200271349114014,INV:>CHI:,12,3,077EG.cha.conv.txt,TD
89,89,0.0,0.0,0.0,0.0,0.5000000000000001,0.42640143271122083,0.6172133998483678,0.42640143271122083,0.6093986190474984,CHI:>INV:,3,12,077EG.cha.conv.txt,TD
90,90,0.6405126152203486,0.31622776601683794,0.3202563076101743,0.2886751345948129,0.3535533905932738,0.13483997249264842,0.472455591261534,0.13483997249264842,0.6792753920611756,INV:>CHI:,12,6,077EG.cha.conv.txt,TD
91,91,0.639362013091006,0.16903085094570328,0.5312532024908597,0.07142857142857142,0.0,0.0,0.0,0.0,0.494416352246538,CHI:>INV:,6,23,077EG.cha.conv.txt,TD
92,92,0.5146502354656654,0.0944911182523068,0.6493094697110509,0.0944911182523068,0.07559289460184544,0.0,0.07559289460184544,0.0,0.35032613409091073,INV:>CHI:,23,5,077EG.cha.conv.txt,TD
93,93,0.18257418583505536,0.0,0.35355339059327373,0.09805806756909202,0.08944271909999159,0.0,0.08944271909999159,0.0,0.4644621366397018,CHI:>INV:,5,19,077EG.cha.conv.txt,TD
94,94,0.4216370213557839,0.11322770341445959,0.30618621784789724,0.0,0.1,0.0,0.1,0.0,0.4183969342766545,INV:>CHI:,19,4,077EG.cha.conv.txt,TD
95,95,0.0,0.0,0.25,0.0,0.32025630761017426,0.28867513459481287,0.32025630761017426,0.28867513459481287,0.5195945672900346,CHI:>INV:,4,23,077EG.cha.conv.txt,TD
96,96,0.6488856845230501,0.14907119849998599,0.34299717028501764,0.0,0.24019223070763068,0.0,0.24019223070763068,0.0,0.25236535710883956,INV:>CHI:,23,4,077EG.cha.conv.txt,TD
97,97,0.0,0.0,0.0,0.0,0.75,0.5222329678670935,0.75,0.5222329678670935,0.5035971462386071,CHI:>INV:,4,12,077EG.cha.conv.txt,TD
98,98,0.12126781251816648,0.12403473458920847,0.6324555320336759,0.13483997249264842,0.30151134457776363,0.0,0.30151134457776363,0.0,0.39723036504603204,INV:>CHI:,12,7,077EG.cha.conv.txt,TD
99,99,0.0,0.0,0.4472135954999579,0.0,0.5640760748177662,0.31980107453341566,0.5640760748177662,0.31980107453341566,0.6732903118006819,CHI:>INV:,7,12,077EG.cha.conv.txt,TD
100,100,0.21081851067789195,0.0,0.21081851067789195,0.0,0.0,0.0,0.0,0.0,0.6020634874812627,INV:>CHI:,12,4,077EG.cha.conv.txt,TD
101,101,0.30151134457776363,0.0,0.2672612419124244,0.0,0.20801257358446093,0.214422506967559,0.20801257358446093,0.214422506967559,0.73246155877837,CHI:>INV:,4,28,077EG.cha.conv.txt,TD
102,102,0.29999999999999993,0.21566554640687682,0.26940795304016235,0.0,0.08006407690254358,0.0,0.08006407690254358,0.0,0.5828199626588859,INV:>CHI:,28,3,077EG.cha.conv.txt,TD
103,103,0.0,0.0,0.0,0.0,0.4803844614152615,0.40824829046386296,0.4803844614152615,0.40824829046386296,0.6061702020958991,CHI:>INV:,3,13,077EG.cha.conv.txt,TD
104,104,0.43301270189221935,0.0,0.5477225575051661,0.16666666666666669,0.1386750490563073,0.0,0.2773500981126146,0.0,0.5746485751221357,INV:>CHI:,13,4,077EG.cha.conv.txt,TD
105,105,0.2581988897471611,0.2581988897471611,0.0,0.0,0.20412414523193154,0.0,0.20412414523193154,0.0,0.45559139587301334,CHI:>INV:,4,6,077EG.cha.conv.txt,TD
106,106,0.31622776601683794,0.16903085094570328,0.42426406871192845,0.0,0.10540925533894598,0.0,0.10540925533894598,0.0,0.3669154495790503,INV:>CHI:,6,9,077EG.cha.conv.txt,TD
107,107,0.16012815380508716,0.0,0.31622776601683794,0.0,0.5163977794943222,0.3508232077228117,0.5163977794943222,0.3508232077228117,0.8027528403245898,CHI:>INV:,9,14,077EG.cha.conv.txt,TD
108,108,0.36380343755449945,0.0,0.2300894966542111,0.12403473458920847,0.3061862178478973,0.12403473458920847,0.3061862178478973,0.12403473458920847,0.5949000815385381,INV:>CHI:,14,6,077EG.cha.conv.txt,TD
109,109,0.0,0.0,0.6454972243679028,0.6172133998483676,0.5948118774794626,0.3952847075210474,0.5948118774794626,0.3952847075210474,0.6455019819754778,CHI:>INV:,6,31,077EG.cha.conv.txt,TD
110,110,0.4437601569801833,0.07071067811865475,0.39621442587516364,0.06933752452815364,0.05923488777590923,0.0,0.05923488777590923,0.0,0.45259066357161537,INV:>CHI:,31,5,077EG.cha.conv.txt,TD
111,111,0.2581988897471611,0.0,0.36380343755449945,0.0,0.11547005383792514,0.0,0.11547005383792514,0.0,0.5295707792956108,CHI:>INV:,5,13,077EG.cha.conv.txt,TD
112,112,0.1777046633277277,0.0,0.16692446522239712,0.0,0.09128709291752767,0.0,0.09128709291752767,0.0,0.42075756403128994,INV:>CHI:,13,8,077EG.cha.conv.txt,TD
113,113,0.2581988897471611,0.0,0.3872983346207417,0.18257418583505536,0.45643546458763834,0.40406101782088427,0.45643546458763834,0.40406101782088427,0.6092500191582904,CHI:>INV:,8,15,077EG.cha.conv.txt,TD
114,114,0.3216337604513385,0.0,0.7258661863112978,0.0,0.0,0.0,0.0,0.0,0.41823146239402753,INV:>CHI:,15,3,077EG.cha.conv.txt,TD
115,115,0.0,0.0,0.0,0.0,1.0000000000000002,0.9999999999999998,1.0000000000000002,0.9999999999999998,1.0,CHI:>INV:,3,3,077EG.cha.conv.txt,TD
116,116,0.0,0.0,0.7071067811865475,0.31622776601683794,0.3481553119113957,0.0,0.3481553119113957,0.0,0.5867479729744495,INV:>CHI:,3,7,077EG.cha.conv.txt,TD
117,117,0.0,0.0,0.0,0.0,0.41812100500354543,0.30618621784789724,0.41812100500354543,0.30618621784789724,0.8184571176948394,CHI:>INV:,7,13,077EG.cha.conv.txt,TD
118,118,0.29277002188455997,0.0,0.5999999999999999,0.2182178902359924,0.0,0.0,0.14824986333222026,0.0,0.5028444451879664,INV:>CHI:,13,8,077EG.cha.conv.txt,TD
119,119,0.0,0.0,0.0,0.0,0.9354143466934853,0.769800358919501,0.9354143466934853,0.769800358919501,0.977300025507583,CHI:>INV:,8,4,077EG.cha.conv.txt,TD
120,120,0.0,0.0,0.0,0.0,0.0,0.0,0.2886751345948129,0.0,0.2722235052569364,INV:>CHI:,4,3,077EG.cha.conv.txt,TD
121,121,0.0,0.0,0.2886751345948129,0.2886751345948129,0.2182178902359924,0.0,0.2182178902359924,0.0,0.34476728344363594,CHI:>INV:,3,7,077EG.cha.conv.txt,TD
122,122,0.5039526306789696,0.0,0.43301270189221935,0.0,0.0,0.0,0.14285714285714285,0.0,0.4898144642659551,INV:>CHI:,7,7,077EG.cha.conv.txt,TD
123,123,0.44112877325628463,0.1111111111111111,0.6666666666666666,0.10050378152592121,0.3631365196012814,0.23145502494313785,0.3631365196012814,0.23145502494313785,0.6737785938556072,CHI:>INV:,7,27,077EG.cha.conv.txt,TD
124,124,0.4499999999999999,0.12964074471043285,0.6098367211363063,0.2222222222222222,0.15191090506254998,0.0,0.2531848417709166,0.0,0.5020634901587101,INV:>CHI:,27,8,077EG.cha.conv.txt,TD
125,125,0.42640143271122083,0.15811388300841897,0.7171371656006361,0.3721042037676254,0.50709255283711,0.3144854510165755,0.50709255283711,0.3144854510165755,0.6552252124353701,CHI:>INV:,8,14,077EG.cha.conv.txt,TD
126,126,0.19069251784911842,0.0,0.38575837490522974,0.0,0.0,0.0,0.0,0.0,0.6126669920065907,INV:>CHI:,14,5,077EG.cha.conv.txt,TD
127,127,0.4999999999999999,0.30151134457776363,0.5916079783099615,0.30151134457776363,0.0,0.0,0.0,0.0,0.7245162863751738,CHI:>INV:,5,10,077EG.cha.conv.txt,TD
128,128,0.44539933408304444,0.28603877677367767,0.4736842105263157,0.28603877677367767,0.19069251784911848,0.0,0.19069251784911848,0.0,0.4847861307764345,INV:>CHI:,10,9,077EG.cha.conv.txt,TD
129,129,0.28284271247461895,0.14433756729740646,0.6139406135149205,0.26967994498529685,0.723746864455746,0.472455591261534,0.723746864455746,0.472455591261534,0.7785099824119479,CHI:>INV:,9,15,077EG.cha.conv.txt,TD
130,130,0.4588314677411235,0.33541019662496846,0.6546536707079772,0.47140452079103173,0.48418202613504197,0.0,0.48418202613504197,0.0,0.36521473252974657,INV:>CHI:,15,7,077EG.cha.conv.txt,TD
131,131,0.2672612419124244,0.0,0.2672612419124244,0.0,0.5384615384615385,0.45643546458763845,0.5384615384615385,0.45643546458763845,0.6512477274033797,CHI:>INV:,7,13,077EG.cha.conv.txt,TD
132,132,0.4950737714883372,0.472455591261534,0.4601789933084222,0.472455591261534,0.2773500981126146,0.0,0.2773500981126146,0.0,0.4703921404713849,INV:>CHI:,13,7,077EG.cha.conv.txt,TD
133,133,0.601929265428846,0.5212860351426869,0.5773502691896257,0.5212860351426869,0.6117752903214979,0.2614881801842454,0.6117752903214979,0.2614881801842454,0.5658572161035963,CHI:>INV:,7,36,077EG.cha.conv.txt,TD
134,134,0.6751399510385768,0.4595725150090289,0.7016464154456235,0.5252257314388902,0.4103913408340616,0.08006407690254357,0.3590924232298039,0.0,0.2864677938966945,INV:>CHI:,36,5,077EG.cha.conv.txt,TD
135,135,0.0,0.0,0.0,0.0,0.6928203230275508,0.5773502691896258,0.6928203230275508,0.5773502691896258,0.6401805513907506,CHI:>INV:,5,13,077EG.cha.conv.txt,TD
136,136,0.5619514869490164,0.0,0.8111071056538125,0.2182178902359924,0.0975900072948533,0.0,0.0975900072948533,0.0,0.26153465998844516,INV:>CHI:,13,7,077EG.cha.conv.txt,TD
137,137,0.6405126152203486,0.13483997249264842,0.5222329678670935,0.26967994498529685,0.5241424183609592,0.23570226039551587,0.4193139346887673,0.11785113019775793,0.42082566147905487,CHI:>INV:,7,13,077EG.cha.conv.txt,TD
138,138,0.6708203932499369,0.0,0.6735753140545635,0.0,0.12403473458920847,0.0,0.12403473458920847,0.0,0.5323426156484096,INV:>CHI:,13,5,077EG.cha.conv.txt,TD
139,139,0.40824829046386296,0.10206207261596577,0.6848300870011594,0.19611613513818404,0.1556997888323046,0.0,0.1556997888323046,0.0,0.6158429762255415,CHI:>INV:,5,23,077EG.cha.conv.txt,TD
140,140,0.24618298195866545,0.14433756729740646,0.539163866017192,0.1386750490563073,0.10050378152592121,0.0,0.10050378152592121,0.0,0.4623529105597739,INV:>CHI:,23,3,077EG.cha.conv.txt,TD
141,141,0.0,0.0,0.24253562503633297,0.0,0.4803844614152615,0.40824829046386296,0.4803844614152615,0.40824829046386296,0.7332724346716054,CHI:>INV:,3,13,077EG.cha.conv.txt,TD
